Timestamp,Reader,Paper,Score
0,3,22,0.91
1,23,2,0.36
2,32,33,0.6
3,182,5,0.56
4,99,4,0.98
5,178,49,0.11
6,93,4,0.95
7,188,19,0.94
8,99,11,0.52
9,150,55,0.75
10,67,22,0.83
11,33,46,0.48
12,69,4,0.99
13,127,50,0.74
14,192,45,0.96
15,151,19,0.75
16,41,49,0.71
17,66,20,0.55
18,94,45,0.95
19,118,57,0.98
20,166,6,0.76
21,81,56,0.72
22,121,45,0.68
23,36,40,0.41
24,134,54,0.35
25,134,35,0.88
26,192,8,0.99
27,141,31,0.54
28,53,48,0.95
29,187,53,0.32
30,134,57,0.86
31,91,33,0.54
32,67,40,0.51
33,168,43,0.58
34,180,53,0.4
35,191,22,0.99
36,68,2,0.71
37,170,6,0.77
38,0,3,0.79
39,195,26,0.96
40,101,54,0.39
41,133,30,0.99
42,24,53,0.82
43,31,20,0.4
44,15,56,0.44
45,24,4,0.98
46,85,18,0.43
47,77,53,0.42
48,7,53,0.54
49,76,52,0.5
50,41,24,0.36
51,115,41,0.98
52,113,57,0.98
53,95,18,0.52
54,56,1,0.16
55,21,1,0.44
56,187,56,0.65
57,1,43,0.4
58,138,49,0.22
59,46,53,0.76
60,47,56,0.52
61,30,48,0.93
62,34,11,0.63
63,113,53,0.45
64,12,47,0.27
65,175,56,0.44
66,61,43,0.57
67,164,24,0.19
68,4,5,0.41
69,100,27,0.94
70,134,45,0.99
71,120,4,0.72
72,3,12,0.64
73,22,23,0.5
74,156,43,0.75
75,71,32,0.29
76,77,57,0.81
77,99,25,0.73
78,35,55,0.3
79,40,12,0.52
80,41,53,0.32
81,78,8,0.54
82,2,24,0.1
83,91,41,0.88
84,146,39,0.17
85,93,57,0.97
86,26,17,0.62
87,32,17,0.62
88,54,35,0.87
89,82,20,0.42
90,101,40,0.34
91,126,37,0.44
92,20,58,0.76
93,97,36,0.71
94,87,52,0.65
95,3,42,0.61
96,165,56,0.57
97,195,48,0.96
98,93,8,0.06
99,23,41,0.63
100,76,38,0.66
101,116,53,0.72
102,23,24,0.86
103,8,26,0.9
104,41,2,0.45
105,122,16,0.9
106,93,39,0.24
107,134,40,0.43
108,103,22,0.98
109,8,10,0.95
110,87,39,0.57
111,143,54,0.98
112,82,14,0.42
113,158,57,0.99
114,100,39,0.62
115,69,46,0.52
116,9,17,0.58
117,56,37,0.64
118,87,59,0.44
119,1,54,0.97
120,19,30,0.85
121,140,12,0.34
122,143,31,0.37
123,104,34,0.51
124,175,9,0.99
125,99,51,0.85
126,99,7,0.38
127,73,58,0.43
128,26,29,0.02
129,124,2,0.55
130,72,25,0.46
131,7,42,0.57
132,143,32,0.59
133,31,7,0.11
134,70,4,0.94
135,129,30,1.0
136,175,45,0.77
137,71,3,0.86
138,56,39,0.69
139,101,45,0.95
140,23,12,0.2
141,40,17,0.69
142,189,23,0.34
143,36,13,0.95
144,114,47,0.27
145,139,20,0.72
146,142,38,0.75
147,114,27,0.9
148,139,55,0.76
149,161,16,0.68
150,182,38,0.6
151,89,2,0.38
152,56,23,0.55
153,72,40,0.48
154,108,13,0.96
155,101,31,0.34
156,171,29,0.48
157,114,21,0.39
158,30,22,0.91
159,15,32,0.37
160,71,11,0.61
161,36,30,0.91
162,5,27,0.98
163,117,7,0.37
164,117,47,0.97
165,193,26,0.94
166,159,59,0.22
167,77,37,0.48
168,96,14,0.61
169,121,58,0.49
170,186,6,0.73
171,20,24,0.98
172,3,59,0.27
173,87,15,0.72
174,49,39,0.6
175,176,23,0.42
176,119,43,0.52
177,71,25,0.58
178,171,24,0.04
179,117,21,0.48
180,149,46,0.52
181,113,36,0.52
182,87,49,0.11
183,195,57,0.86
184,60,59,0.1
185,30,20,0.56
186,90,18,0.6
187,1,37,0.75
188,69,43,0.43
189,47,9,0.98
190,189,52,0.64
191,193,23,0.69
192,130,28,0.51
193,121,9,0.94
194,24,40,0.13
195,193,13,0.99
196,36,52,0.57
197,139,40,0.59
198,149,40,0.41
199,169,52,0.48
200,39,16,0.9
201,76,24,0.66
202,187,54,0.68
203,34,7,0.3
204,44,2,0.29
205,151,28,0.11
206,189,28,0.54
207,189,14,0.61
208,137,2,0.21
209,46,31,0.69
210,97,33,0.69
211,73,4,0.89
212,99,37,0.31
213,44,33,0.39
214,73,26,0.97
215,10,20,0.45
216,99,57,0.87
217,140,23,0.38
218,1,1,0.98
219,192,3,0.9
220,183,39,0.31
221,96,5,0.51
222,7,30,0.92
223,40,16,0.67
224,56,3,0.96
225,122,46,0.24
226,132,25,0.57
227,36,56,0.72
228,63,7,0.13
229,71,36,0.62
230,47,7,0.28
231,92,40,0.82
232,39,52,0.85
233,181,11,0.67
234,110,21,0.14
235,162,31,0.73
236,90,59,0.32
237,91,15,0.52
238,68,56,0.71
239,19,10,0.97
240,59,48,0.98
241,74,16,0.3
242,63,10,0.95
243,96,23,0.96
244,109,9,0.95
245,127,5,0.61
246,107,6,0.79
247,34,43,0.38
248,32,4,0.77
249,72,29,0.74
250,121,28,0.07
251,41,5,0.65
252,106,40,0.51
253,69,44,0.97
254,17,32,0.8
255,109,18,0.53
256,149,30,0.98
257,60,39,0.34
258,139,35,0.86
259,72,7,0.13
260,45,0,0.9
261,186,16,0.21
262,165,36,0.59
263,45,56,0.52
264,146,6,0.43
265,162,6,0.45
266,113,23,0.96
267,53,4,0.97
268,114,16,0.73
269,72,38,0.65
270,85,50,0.65
271,15,59,0.16
272,28,2,0.49
273,51,52,0.57
274,169,31,0.54
275,188,40,0.23
276,195,8,0.94
277,139,33,0.56
278,76,1,0.94
279,2,53,0.48
280,31,52,0.7
281,156,46,0.62
282,139,12,0.52
283,62,30,0.99
284,51,0,0.96
285,8,31,0.47
286,82,11,0.59
287,92,55,0.5
288,47,0,0.92
289,0,53,0.74
290,188,21,0.64
291,8,28,0.91
292,117,41,0.94
293,40,53,0.16
294,76,11,0.37
295,61,45,0.97
296,90,37,0.41
297,124,13,0.91
298,1,47,0.08
299,187,29,0.14
300,113,39,0.27
301,22,0,0.96
302,8,27,0.83
303,69,16,0.99
304,34,46,0.44
305,189,18,0.59
306,191,36,0.66
307,51,46,0.43
308,78,46,0.51
309,110,2,0.18
310,2,37,0.37
311,82,18,0.62
312,99,56,0.52
313,51,16,0.25
314,146,31,0.59
315,6,17,0.71
316,0,2,0.45
317,49,6,0.49
318,70,28,0.05
319,4,45,0.99
320,138,58,0.5
321,63,19,0.89
322,165,51,0.89
323,13,28,0.05
324,1,57,0.96
325,74,14,0.58
326,93,14,0.77
327,140,19,0.85
328,60,55,0.99
329,57,52,0.32
330,97,55,0.42
331,31,51,0.99
332,47,1,0.18
333,156,37,0.31
334,67,8,0.01
335,109,32,0.62
336,87,55,0.78
337,124,1,0.72
338,60,25,0.35
339,63,29,0.28
340,17,11,0.59
341,113,30,0.97
342,8,8,0.73
343,128,52,0.7
344,100,42,0.48
345,91,17,0.83
346,16,26,0.99
347,33,47,0.11
348,61,39,0.63
349,175,43,0.48
350,134,37,0.56
351,100,48,0.97
352,61,21,0.55
353,121,46,0.38
354,73,19,1.0
355,71,4,0.98
356,186,8,0.1
357,60,11,0.64
358,122,6,0.68
359,32,8,0.28
360,143,30,0.71
361,135,49,0.77
362,110,46,0.51
363,179,8,0.15
364,51,14,0.5
365,36,35,0.94
366,110,37,0.57
367,112,47,0.53
368,9,59,0.7
369,190,24,0.65
370,44,41,1.0
371,107,15,0.61
372,67,12,0.43
373,141,49,0.16
374,38,12,0.33
375,128,13,0.94
376,188,9,0.9
377,78,39,0.58
378,20,15,0.72
379,138,38,0.69
380,91,21,0.3
381,33,29,0.24
382,184,5,0.52
383,143,47,0.58
384,143,52,0.71
385,5,31,0.62
386,151,34,0.35
387,61,18,0.49
388,30,3,0.72
389,163,27,0.95
390,71,7,0.3
391,98,28,0.67
392,38,26,0.97
393,114,55,0.91
394,108,26,0.77
395,23,29,0.19
396,113,34,0.6
397,15,35,0.91
398,195,40,0.44
399,187,8,0.11
400,53,26,0.87
401,132,6,0.35
402,187,1,0.77
403,104,16,0.14
404,162,1,0.93
405,15,45,0.54
406,140,57,0.98
407,117,1,0.06
408,53,57,0.94
409,182,26,0.98
410,31,34,0.54
411,139,28,0.56
412,101,16,0.88
413,7,58,0.61
414,102,59,0.38
