Timestamp,Reader,Paper,Score
0,1,49,0.57
1,1,608,0.19
2,1,1055,0.45
3,1,214,0.66
4,1,588,0.76
5,1,1090,0.81
6,1,931,0.45
7,1,147,0.4
8,1,246,0.17
9,1,1089,0.55
10,1,279,0.16
11,1,955,0.07
12,1,205,0.32
13,1,381,0.52
14,1,330,0.04
15,1,534,0.88
16,1,844,0.71
17,1,238,0.51
18,1,748,0.61
19,1,187,0.02
20,1,568,0.88
21,1,27,0.85
22,1,732,0.8
23,1,1020,0.9
24,1,917,0.58
25,1,356,0.32
26,2,632,0.05
27,2,833,0.97
28,2,980,0.24
29,2,1018,0.77
30,2,1032,0.17
31,2,736,1.02
32,2,26,0.99
33,2,67,0.7
34,2,558,0.96
35,2,585,0.05
36,2,825,0.52
37,2,285,0.06
38,2,635,0.52
39,2,916,0.65
40,2,899,0.67
41,2,1057,0.45
42,2,568,0.88
43,2,39,0.34
44,2,53,0.42
45,2,615,0.77
46,2,320,0.01
47,2,674,0.69
48,2,792,0.6
49,2,148,0.67
50,2,475,0.98
51,2,745,0.29
52,5,660,0.69
53,5,598,0.6
54,5,899,0.67
55,5,32,0.02
56,5,50,0.01
57,5,965,0.63
58,5,515,0.26
59,5,779,0.28
60,5,693,0.5
61,5,61,0.67
62,5,975,0.29
63,5,958,0.55
64,5,152,0.45
65,5,995,0.81
66,5,549,0.6
67,5,206,0.2
68,5,82,0.3
69,5,496,0.68
70,5,348,0.86
71,5,680,0.3
72,5,529,0.05
73,5,153,0.72
74,5,126,0.85
75,5,435,0.08
76,5,881,0.99
77,5,945,0.02
78,5,425,1.0
79,5,751,0.8
80,5,20,0.14
81,5,250,0.12
82,5,541,0.42
83,5,940,0.54
84,5,375,0.94
85,5,794,0.71
86,5,85,0.32
87,5,21,0.82
88,5,724,0.62
89,5,322,0.93
90,5,438,0.81
91,5,974,0.85
92,5,1066,0.29
93,5,644,0.35
94,5,1015,0.8
95,5,486,0.48
96,5,1061,1.0
97,5,94,0.26
98,5,1056,0.96
99,5,387,0.75
100,5,679,0.05
101,5,232,0.33
102,5,760,0.21
103,5,310,0.33
104,4,318,0.81
105,4,23,0.37
106,4,307,0.5
107,4,297,0.56
108,4,777,0.06
109,4,779,0.28
110,4,143,0.09
111,4,382,0.4
112,4,801,0.73
113,4,905,0.63
114,4,683,0.04
115,4,412,0.2
116,4,28,0.25
117,4,409,1.0
118,4,52,0.34
119,4,1074,0.11
120,4,1084,0.17
121,4,427,0.7
122,4,222,0.06
123,4,1005,0.42
124,4,1066,0.29
125,4,579,0.41
126,4,603,0.41
127,4,742,0.47
128,4,323,0.75
129,4,614,0.48
130,4,987,0.53
131,4,33,0.82
132,4,931,0.45
133,4,981,0.66
134,4,877,0.83
135,4,107,0.43
136,4,870,0.81
137,4,607,0.04
138,4,492,0.27
139,4,1099,0.47
140,4,510,0.38
141,4,343,0.67
142,4,709,0.56
143,4,1082,0.33
144,4,104,0.65
145,4,369,0.32
146,4,242,0.39
147,4,971,0.12
148,4,740,0.25
149,4,1052,0.46
150,4,814,0.9
151,4,639,0.43
152,4,266,0.25
153,4,577,0.15
154,4,549,0.6
155,4,975,0.29
156,8,420,0.09
157,8,490,0.9
158,8,739,0.07
159,8,242,0.39
160,8,908,0.34
161,8,626,0.99
162,8,543,0.89
163,8,165,0.72
164,8,149,0.25
165,8,658,0.69
166,8,329,0.14
167,8,354,0.74
168,8,396,0.32
169,8,164,0.31
170,8,475,0.98
171,8,248,0.67
172,8,391,0.32
173,8,861,0.53
174,8,38,0.25
175,8,1067,0.64
176,8,770,0.94
177,8,709,0.56
178,8,189,0.82
179,8,889,0.77
180,8,1093,0.62
181,8,559,0.92
182,8,7,0.58
183,8,1063,0.14
184,8,442,0.14
185,8,767,0.24
186,8,820,0.65
187,8,297,0.56
188,8,569,0.81
189,8,602,0.4
190,8,838,0.99
191,8,916,0.65
192,8,144,0.05
193,8,955,0.07
194,8,370,0.44
195,8,901,0.31
196,8,128,0.53
197,8,520,0.62
198,8,337,0.26
199,8,433,0.44
200,8,746,0.91
201,8,34,0.66
202,8,9,0.7
203,8,835,0.8
204,8,116,0.84
205,8,109,0.67
206,8,398,0.67
207,8,498,0.47
208,8,986,0.02
209,8,627,0.72
210,8,435,0.08
211,8,659,0.26
212,8,839,0.5
213,8,298,0.95
214,8,869,0.38
215,8,1058,0.4
216,8,819,0.37
217,8,1090,0.81
218,8,302,0.21
219,8,787,0.22
220,8,181,0.67
221,8,373,0.98
222,8,909,0.56
223,8,854,0.05
224,8,497,0.89
225,8,387,0.75
226,8,942,0.43
227,8,736,1.02
228,8,24,1.02
229,8,997,0.58
230,8,1065,0.91
231,8,133,0.51
232,8,465,0.68
233,8,754,0.51
234,8,277,0.17
235,8,32,0.02
236,8,628,0.37
237,8,860,0.47
