Timestamp,Reader,Paper,Score,Reader-Label
0,726,312,0.57,R#726
1,726,431,0.84,R#726
2,934,393,0.29,R#934
3,963,547,0.91,R#963
4,913,121,0.43,R#913
5,896,984,0.49,R#896
6,233,769,0.33,R#233
7,367,259,0.34,R#367
8,935,864,0.78,R#935
9,244,167,0.03,R#244
10,415,1025,0.04,R#415
11,313,240,0.08,R#313
12,237,621,0.69,R#237
13,85,392,0.17,R#85
14,244,126,0.14,R#244
15,847,112,0.81,R#847
16,935,466,1.0,R#935
17,725,474,0.56,R#725
18,85,1009,0.47,R#85
19,38,134,0.51,R#38
20,189,157,0.5,R#189
21,534,881,0.56,R#534
22,930,209,0.39,R#930
23,563,1025,0.62,R#563
24,839,429,0.98,R#839
25,369,685,0.62,R#369
26,913,614,0.47,R#913
27,747,418,0.74,R#747
28,233,440,0.53,R#233
29,454,363,0.46,R#454
30,801,849,0.53,R#801
31,1015,492,0.32,R#1015
32,165,171,0.51,R#165
33,754,218,0.2,R#754
34,435,355,0.6,R#435
35,785,73,0.37,R#785
36,747,8,0.6,R#747
37,420,466,0.95,R#420
38,25,54,0.64,R#25
39,182,574,0.12,R#182
40,964,547,0.4,R#964
41,250,872,0.96,R#250
42,276,749,0.54,R#276
43,759,673,0.43,R#759
44,656,4,0.74,R#656
45,759,995,0.51,R#759
46,913,760,0.99,R#913
47,584,53,0.99,R#584
48,373,737,0.83,R#373
49,17,304,0.38,R#17
50,847,34,0.58,R#847
51,498,40,0.56,R#498
52,832,163,0.35,R#832
53,367,791,0.27,R#367
54,803,520,0.03,R#803
55,67,692,0.16,R#67
56,39,979,0.73,R#39
57,924,965,0.91,R#924
58,729,689,0.45,R#729
59,531,198,0.45,R#531
60,643,165,0.67,R#643
61,25,360,0.02,R#25
62,794,194,0.91,R#794
63,313,786,0.56,R#313
64,39,135,0.61,R#39
65,765,205,0.31,R#765
66,342,68,0.55,R#342
67,233,355,0.62,R#233
68,924,241,0.98,R#924
69,977,602,0.84,R#977
70,524,894,0.33,R#524
71,826,193,1.0,R#826
72,567,144,0.08,R#567
73,913,264,0.47,R#913
74,293,240,0.12,R#293
75,125,4,0.91,R#125
76,454,1011,0.39,R#454
77,924,395,0.11,R#924
78,367,946,0.95,R#367
79,873,438,0.28,R#873
80,138,747,0.43,R#138
81,844,95,0.39,R#844
82,359,125,0.41,R#359
83,455,909,0.04,R#455
84,123,522,0.39,R#123
85,765,473,0.54,R#765
86,753,780,0.77,R#753
87,1015,745,0.52,R#1015
88,969,291,0.1,R#969
89,366,608,0.54,R#366
90,982,664,0.4,R#982
91,913,205,0.51,R#913
92,63,278,0.36,R#63
93,19,168,0.92,R#19
94,666,684,0.47,R#666
95,844,576,0.06,R#844
96,519,752,0.12,R#519
97,666,26,0.31,R#666
98,834,108,0.33,R#834
99,308,133,0.33,R#308
100,717,439,0.75,R#717
101,524,900,0.4,R#524
102,941,405,0.02,R#941
103,712,173,0.64,R#712
104,941,519,0.02,R#941
105,832,592,0.13,R#832
106,982,709,0.17,R#982
107,803,918,0.57,R#803
108,698,77,0.23,R#698
109,313,555,0.62,R#313
110,977,273,0.45,R#977
111,844,75,0.27,R#844
112,360,689,0.1,R#360
113,354,235,0.15,R#354
114,754,815,0.99,R#754
115,830,411,0.98,R#830
116,38,124,0.43,R#38
117,489,911,0.9,R#489
118,189,574,0.55,R#189
119,38,44,0.03,R#38
120,658,802,0.47,R#658
121,36,145,0.3,R#36
122,540,143,0.9,R#540
123,63,362,0.55,R#63
124,304,612,0.05,R#304
125,85,44,0.25,R#85
126,38,1019,0.99,R#38
127,920,176,0.68,R#920
128,38,865,0.07,R#38
129,342,156,0.53,R#342
130,457,271,0.71,R#457
131,416,173,0.29,R#416
132,368,421,0.02,R#368
133,376,284,0.68,R#376
134,872,282,0.42,R#872
135,239,397,0.5,R#239
136,151,690,1.0,R#151
137,114,685,0.59,R#114
138,367,491,0.83,R#367
139,296,950,0.43,R#296
140,559,185,0.29,R#559
141,140,217,0.04,R#140
142,698,439,0.48,R#698
143,686,815,0.86,R#686
144,174,504,0.79,R#174
145,283,620,0.88,R#283
146,435,345,0.56,R#435
147,934,300,0.07,R#934
148,844,36,0.64,R#844
149,725,690,0.98,R#725
150,563,870,0.5,R#563
151,751,404,0.04,R#751
152,1031,307,0.69,R#1031
153,38,254,1.0,R#38
154,658,97,0.89,R#658
155,707,937,1.0,R#707
156,953,876,0.03,R#953
157,39,239,0.1,R#39
158,367,312,0.56,R#367
159,701,462,0.79,R#701
160,843,42,0.69,R#843
161,658,564,0.79,R#658
162,729,922,0.61,R#729
163,309,23,0.36,R#309
164,72,570,0.61,R#72
165,729,17,0.68,R#729
166,357,189,0.08,R#357
167,283,106,0.78,R#283
168,307,506,0.5,R#307
169,832,388,0.76,R#832
170,996,360,0.69,R#996
171,754,34,0.46,R#754
172,697,648,0.12,R#697
173,598,462,0.68,R#598
174,650,1033,0.29,R#650
175,567,915,0.32,R#567
176,308,849,0.34,R#308
177,725,564,0.3,R#725
178,156,179,0.26,R#156
179,376,646,0.06,R#376
180,80,826,0.24,R#80
181,794,656,0.01,R#794
182,765,150,0.47,R#765
183,873,242,0.67,R#873
184,760,132,0.75,R#760
185,964,899,0.76,R#964
186,751,846,0.29,R#751
187,624,1020,0.36,R#624
188,534,231,0.54,R#534
189,60,429,0.91,R#60
190,235,1021,0.57,R#235
191,423,74,0.61,R#423
192,729,864,0.81,R#729
193,342,1024,0.57,R#342
194,584,897,0.53,R#584
195,451,12,0.01,R#451
196,514,711,0.59,R#514
197,234,460,0.39,R#234
198,707,726,0.77,R#707
199,85,217,0.24,R#85
200,913,329,0.23,R#913
201,924,962,1.0,R#924
202,686,85,0.17,R#686
203,563,197,0.09,R#563
204,60,731,0.25,R#60
205,834,223,0.79,R#834
206,584,665,0.65,R#584
207,244,171,0.49,R#244
208,367,306,0.99,R#367
209,686,34,0.35,R#686
210,65,236,0.58,R#65
211,38,717,0.46,R#38
212,650,510,0.94,R#650
213,712,129,0.72,R#712
214,988,375,0.87,R#988
215,366,921,0.54,R#366
216,698,553,0.85,R#698
217,754,760,1.0,R#754
218,717,595,0.24,R#717
219,237,750,0.14,R#237
220,903,857,0.21,R#903
221,376,539,0.54,R#376
222,39,856,0.31,R#39
223,38,751,0.3,R#38
224,567,208,1.0,R#567
225,360,761,0.32,R#360
226,237,812,0.55,R#237
227,712,965,0.84,R#712
228,373,573,0.49,R#373
229,362,606,0.74,R#362
230,751,133,0.75,R#751
231,165,1028,0.93,R#165
232,416,223,0.04,R#416
233,701,247,0.84,R#701
234,80,222,0.72,R#80
235,697,116,0.39,R#697
236,717,801,0.76,R#717
237,643,769,0.4,R#643
238,801,332,0.12,R#801
239,352,259,0.31,R#352
240,313,942,0.67,R#313
241,751,202,0.75,R#751
242,347,744,0.99,R#347
243,482,120,0.45,R#482
244,872,882,0.89,R#872
245,369,872,0.96,R#369
246,296,917,0.83,R#296
247,36,649,0.79,R#36
248,38,1011,0.75,R#38
249,753,119,0.25,R#753
250,913,755,0.68,R#913
251,237,441,0.48,R#237
252,296,593,0.6,R#296
253,953,678,0.74,R#953
254,753,892,0.62,R#753
255,717,765,0.46,R#717
256,792,858,0.66,R#792
257,140,939,0.44,R#140
258,25,784,0.97,R#25
259,726,339,0.72,R#726
260,165,473,0.72,R#165
261,36,74,0.52,R#36
262,347,759,1.0,R#347
263,801,53,0.65,R#801
264,751,367,0.62,R#751
265,38,97,0.87,R#38
266,468,610,0.2,R#468
267,701,704,0.45,R#701
268,686,191,0.09,R#686
269,85,339,0.33,R#85
270,834,214,0.58,R#834
271,250,41,0.99,R#250
272,308,390,0.69,R#308
273,941,116,1.0,R#941
274,598,479,0.7,R#598
275,151,863,0.53,R#151
276,698,648,0.12,R#698
277,792,178,0.71,R#792
278,189,95,0.16,R#189
279,903,269,0.99,R#903
280,903,402,0.62,R#903
281,1013,94,0.7,R#1013
282,510,788,0.31,R#510
283,367,919,0.21,R#367
284,498,96,0.02,R#498
285,360,642,0.95,R#360
286,237,679,0.16,R#237
287,359,744,0.31,R#359
288,27,1006,0.21,R#27
289,174,786,0.02,R#174
290,244,900,0.38,R#244
291,529,520,0.04,R#529
292,165,577,0.54,R#165
293,151,382,0.56,R#151
294,977,134,0.3,R#977
295,792,36,0.41,R#792
296,307,517,0.16,R#307
297,451,444,0.62,R#451
298,61,12,0.38,R#61
299,435,979,0.78,R#435
300,174,847,0.81,R#174
301,165,382,0.94,R#165
302,658,346,0.93,R#658
303,671,185,0.06,R#671
304,969,187,0.52,R#969
305,38,348,0.95,R#38
306,759,242,0.45,R#759
307,309,539,0.8,R#309
308,747,1025,0.65,R#747
309,844,892,0.61,R#844
310,641,292,0.17,R#641
311,559,732,0.53,R#559
312,785,318,0.68,R#785
313,794,878,0.42,R#794
314,433,555,0.66,R#433
315,369,702,0.85,R#369
316,629,716,0.39,R#629
317,178,620,1.0,R#178
318,420,990,0.98,R#420
319,38,838,0.32,R#38
320,123,66,0.94,R#123
321,514,516,0.64,R#514
322,529,842,0.29,R#529
323,165,347,0.32,R#165
324,559,644,1.0,R#559
325,373,955,0.54,R#373
326,114,293,0.17,R#114
327,717,1031,0.91,R#717
328,531,370,0.19,R#531
329,873,521,0.52,R#873
330,451,343,0.54,R#451
331,697,775,0.08,R#697
332,843,649,0.67,R#843
333,1015,33,0.45,R#1015
334,786,160,0.09,R#786
335,461,131,0.73,R#461
336,342,474,0.63,R#342
337,455,853,0.51,R#455
338,342,203,0.25,R#342
339,38,90,0.5,R#38
340,27,575,0.03,R#27
341,123,551,0.39,R#123
342,27,635,0.95,R#27
343,362,142,0.1,R#362
