Timestamp,Reader,Paper,Score,Reader-Label
0,948,222,0.48,R#948
1,468,863,0.9,R#468
2,913,44,0.15,R#913
3,924,894,0.4,R#924
4,794,693,0.99,R#794
5,296,104,0.57,R#296
6,656,390,0.99,R#656
7,352,690,0.66,R#352
8,72,217,0.05,R#72
9,504,39,0.63,R#504
10,658,329,0.01,R#658
11,785,654,0.4,R#785
12,38,328,0.09,R#38
13,354,674,0.29,R#354
14,435,606,0.79,R#435
15,529,664,0.24,R#529
16,80,495,0.99,R#80
17,72,245,0.88,R#72
18,415,105,0.11,R#415
19,801,155,0.22,R#801
20,834,363,0.38,R#834
21,25,858,0.57,R#25
22,934,898,0.8,R#934
23,369,818,0.48,R#369
24,504,755,0.26,R#504
25,367,216,0.72,R#367
26,930,547,0.9,R#930
27,435,987,0.3,R#435
28,701,429,0.79,R#701
29,729,378,0.13,R#729
30,182,925,0.5,R#182
31,367,850,0.37,R#367
32,165,614,0.81,R#165
33,753,413,0.48,R#753
34,39,77,0.2,R#39
35,232,381,0.96,R#232
36,446,578,0.09,R#446
37,129,51,0.01,R#129
38,342,686,0.76,R#342
39,650,96,0.7,R#650
40,641,326,0.66,R#641
41,455,701,0.78,R#455
42,630,266,0.99,R#630
43,913,105,0.3,R#913
44,794,259,0.29,R#794
45,342,858,0.87,R#342
46,873,161,0.57,R#873
47,844,495,0.97,R#844
48,686,134,0.25,R#686
49,420,973,0.88,R#420
50,165,491,0.84,R#165
51,174,232,0.26,R#174
52,720,598,0.08,R#720
53,420,571,0.9,R#420
54,847,863,0.66,R#847
55,883,987,0.38,R#883
56,701,191,0.24,R#701
57,624,428,0.31,R#624
58,726,312,0.57,R#726
59,686,123,0.44,R#686
60,85,936,0.91,R#85
61,123,756,0.37,R#123
62,307,407,1.0,R#307
63,80,644,1.0,R#80
64,701,939,0.4,R#701
65,856,1007,0.21,R#856
66,38,836,0.59,R#38
67,725,382,0.98,R#725
68,250,773,0.85,R#250
69,283,967,0.75,R#283
70,19,157,0.65,R#19
71,233,133,0.41,R#233
72,454,626,0.34,R#454
73,140,213,0.87,R#140
74,686,404,0.2,R#686
75,563,940,0.88,R#563
76,712,979,0.66,R#712
77,362,264,0.43,R#362
78,907,408,0.25,R#907
79,342,1032,0.72,R#342
80,415,71,0.51,R#415
81,935,542,0.58,R#935
82,697,94,0.97,R#697
83,754,659,1.0,R#754
84,72,970,0.36,R#72
85,165,735,0.13,R#165
86,686,309,0.51,R#686
87,803,807,0.85,R#803
88,924,439,0.54,R#924
89,182,964,0.52,R#182
90,686,332,0.11,R#686
91,352,167,1.0,R#352
92,233,210,0.66,R#233
93,129,858,0.55,R#129
94,80,568,0.25,R#80
95,244,453,0.43,R#244
96,658,151,0.44,R#658
97,907,979,0.47,R#907
98,490,193,1.0,R#490
99,435,143,0.98,R#435
100,872,921,0.54,R#872
101,996,479,0.9,R#996
102,25,75,0.72,R#25
103,514,875,0.1,R#514
104,223,669,0.58,R#223
105,322,669,0.36,R#322
106,671,111,0.77,R#671
107,935,192,0.45,R#935
108,25,36,0.54,R#25
109,697,1,1.0,R#697
110,435,237,1.0,R#435
111,320,690,0.73,R#320
112,630,1022,0.44,R#630
113,598,948,0.07,R#598
114,235,168,0.72,R#235
115,17,644,1.0,R#17
116,435,595,0.23,R#435
117,435,725,0.7,R#435
118,529,625,0.24,R#529
119,250,730,0.08,R#250
120,982,474,0.44,R#982
121,988,360,0.19,R#988
122,237,455,0.46,R#237
123,504,360,0.22,R#504
124,1031,741,0.01,R#1031
125,693,316,0.28,R#693
126,435,906,0.11,R#435
127,174,239,0.6,R#174
128,913,890,0.37,R#913
129,354,828,0.37,R#354
130,342,494,0.56,R#342
131,941,413,0.97,R#941
132,1031,198,0.91,R#1031
133,872,378,0.91,R#872
134,658,555,0.62,R#658
135,38,59,0.7,R#38
136,540,353,0.75,R#540
137,344,201,0.3,R#344
138,788,611,0.47,R#788
139,354,641,0.05,R#354
140,726,975,0.05,R#726
141,344,305,0.58,R#344
142,965,32,0.35,R#965
143,420,969,0.04,R#420
144,788,921,0.64,R#788
145,165,81,0.76,R#165
146,977,116,0.26,R#977
147,524,996,0.91,R#524
148,237,67,0.94,R#237
149,747,670,0.97,R#747
150,843,573,0.59,R#843
151,630,804,0.99,R#630
152,698,897,0.74,R#698
153,433,361,0.88,R#433
154,729,364,0.3,R#729
155,129,289,0.42,R#129
156,123,144,0.23,R#123
157,988,100,0.39,R#988
158,308,15,0.59,R#308
159,27,183,0.52,R#27
160,754,798,0.88,R#754
161,138,105,0.51,R#138
162,697,1009,0.01,R#697
163,872,17,0.46,R#872
164,935,248,0.04,R#935
165,360,447,0.49,R#360
166,65,970,0.4,R#65
167,751,978,0.9,R#751
168,584,474,0.42,R#584
169,834,577,0.44,R#834
170,729,17,0.68,R#729
171,996,190,0.65,R#996
172,983,232,0.62,R#983
173,514,826,0.99,R#514
174,114,223,0.3,R#114
175,751,443,0.17,R#751
176,250,491,0.8,R#250
177,376,922,0.81,R#376
178,834,722,0.93,R#834
179,38,925,0.13,R#38
180,759,479,0.89,R#759
181,276,474,0.63,R#276
182,729,192,0.54,R#729
183,504,1026,0.8,R#504
184,753,924,0.31,R#753
185,658,892,0.53,R#658
186,262,109,0.91,R#262
187,686,324,0.45,R#686
188,165,360,0.01,R#165
189,395,913,0.8,R#395
190,367,221,0.03,R#367
191,165,382,0.94,R#165
192,342,865,0.41,R#342
193,832,828,1.0,R#832
194,129,971,0.89,R#129
195,435,919,0.04,R#435
196,352,429,0.85,R#352
197,182,204,1.0,R#182
198,977,173,0.46,R#977
199,38,477,0.41,R#38
200,671,1013,0.44,R#671
201,941,102,0.58,R#941
202,454,400,0.05,R#454
203,17,477,0.49,R#17
204,308,668,0.92,R#308
205,726,736,0.54,R#726
206,930,27,0.44,R#930
207,38,68,0.74,R#38
208,457,494,0.4,R#457
209,686,416,0.86,R#686
210,529,470,0.87,R#529
211,629,1030,0.56,R#629
212,468,100,0.33,R#468
213,751,453,0.47,R#751
214,941,2,0.13,R#941
215,913,850,0.57,R#913
216,935,616,0.95,R#935
217,563,656,0.19,R#563
218,36,365,0.06,R#36
219,872,642,0.11,R#872
220,85,664,0.16,R#85
221,760,108,0.75,R#760
222,934,184,0.54,R#934
223,308,203,0.29,R#308
224,63,778,0.95,R#63
225,283,836,0.6,R#283
226,725,534,1.0,R#725
227,468,293,0.96,R#468
228,643,668,0.97,R#643
