Timestamp,Reader,Paper,Score,Reader-Label
0,751,427,0.25,R#751
1,650,675,1.0,R#650
2,697,870,0.37,R#697
3,698,34,0.68,R#698
4,276,792,0.99,R#276
5,941,570,0.64,R#941
6,357,762,0.05,R#357
7,237,78,0.66,R#237
8,629,1010,0.82,R#629
9,60,123,0.41,R#60
10,794,1009,0.04,R#794
11,883,176,0.31,R#883
12,189,265,0.04,R#189
13,907,124,0.43,R#907
14,320,105,0.98,R#320
15,182,514,0.26,R#182
16,435,367,0.9,R#435
17,320,33,0.49,R#320
18,359,759,0.58,R#359
19,342,530,0.93,R#342
20,140,102,0.48,R#140
21,63,286,0.26,R#63
22,454,163,0.45,R#454
23,367,8,0.56,R#367
24,482,778,0.89,R#482
25,726,415,0.02,R#726
26,165,221,0.06,R#165
27,39,202,0.6,R#39
28,38,663,0.33,R#38
29,468,105,0.19,R#468
30,342,751,0.44,R#342
31,524,336,0.33,R#524
32,38,480,0.02,R#38
33,935,391,0.35,R#935
34,38,7,0.52,R#38
35,416,971,0.85,R#416
36,114,660,0.66,R#114
37,972,72,0.27,R#972
38,759,276,0.8,R#759
39,498,503,0.09,R#498
40,666,167,0.92,R#666
41,165,453,0.72,R#165
42,38,212,0.97,R#38
43,233,167,0.76,R#233
44,567,243,0.59,R#567
45,725,801,0.42,R#725
46,726,91,0.92,R#726
47,85,404,0.13,R#85
48,415,801,0.48,R#415
49,435,989,0.03,R#435
50,138,1031,0.26,R#138
51,239,664,0.22,R#239
52,643,798,0.41,R#643
53,165,1024,0.81,R#165
54,930,27,0.44,R#930
55,801,684,0.65,R#801
56,941,264,0.49,R#941
57,785,11,0.77,R#785
58,726,81,0.63,R#726
59,567,66,0.89,R#567
60,567,274,0.68,R#567
61,624,291,0.39,R#624
62,977,314,0.44,R#977
63,529,788,0.47,R#529
64,65,939,0.44,R#65
65,72,97,0.95,R#72
66,38,757,0.61,R#38
67,165,634,0.5,R#165
68,913,453,0.31,R#913
69,65,634,0.89,R#65
70,367,697,0.43,R#367
71,658,674,0.53,R#658
72,86,1021,0.38,R#86
73,357,546,0.93,R#357
74,913,85,0.13,R#913
75,944,337,0.65,R#944
76,519,31,0.16,R#519
77,123,560,0.71,R#123
78,165,683,0.42,R#165
79,233,349,0.05,R#233
80,598,453,0.27,R#598
81,65,241,0.94,R#65
82,482,233,0.66,R#482
83,457,161,0.5,R#457
84,584,939,0.5,R#584
85,276,15,0.42,R#276
86,468,866,0.5,R#468
87,307,727,0.61,R#307
88,308,683,0.48,R#308
89,983,878,0.52,R#983
90,237,566,0.28,R#237
91,935,618,0.84,R#935
92,446,627,0.99,R#446
93,1031,797,0.57,R#1031
94,276,23,0.49,R#276
95,788,672,0.29,R#788
96,856,259,0.46,R#856
97,934,251,0.47,R#934
98,720,177,0.62,R#720
99,165,205,0.28,R#165
100,342,956,0.18,R#342
101,25,979,0.71,R#25
102,60,1031,0.39,R#60
103,510,1013,0.35,R#510
104,357,212,0.96,R#357
105,359,922,0.45,R#359
106,920,202,0.66,R#920
107,856,942,0.72,R#856
108,262,952,0.88,R#262
109,965,276,0.94,R#965
110,930,737,0.53,R#930
111,697,1004,0.27,R#697
112,359,192,0.45,R#359
113,598,985,0.04,R#598
114,366,107,0.18,R#366
115,826,956,0.2,R#826
116,151,579,0.99,R#151
117,367,725,0.39,R#367
118,25,88,0.93,R#25
119,788,542,0.56,R#788
120,342,613,0.94,R#342
121,969,511,0.87,R#969
122,342,939,0.56,R#342
123,296,666,0.64,R#296
124,65,996,0.66,R#65
125,563,273,0.54,R#563
126,847,357,0.74,R#847
127,63,922,0.77,R#63
128,839,847,0.59,R#839
129,123,961,1.0,R#123
130,944,720,0.7,R#944
131,701,349,0.1,R#701
132,174,280,0.44,R#174
133,342,829,0.8,R#342
134,435,815,0.82,R#435
135,461,796,0.39,R#461
136,39,906,0.07,R#39
137,606,628,0.97,R#606
138,856,1027,0.22,R#856
139,624,807,0.03,R#624
140,38,875,0.03,R#38
141,367,415,0.09,R#367
142,982,329,0.89,R#982
143,883,227,0.67,R#883
144,725,21,0.57,R#725
145,540,570,0.37,R#540
146,151,135,0.68,R#151
147,913,595,0.12,R#913
148,658,65,0.4,R#658
149,72,919,0.18,R#72
150,178,326,0.96,R#178
151,834,306,0.99,R#834
152,658,938,0.22,R#658
153,182,647,0.54,R#182
154,630,168,0.72,R#630
155,856,390,0.91,R#856
