Timestamp,Reader,Paper,Score,Reader-Label
0,138,747,0.43,R#138
1,17,423,0.44,R#17
2,760,1033,0.39,R#760
3,765,426,0.56,R#765
4,138,355,0.39,R#138
5,786,448,0.48,R#786
6,155,498,0.11,R#155
7,395,322,0.38,R#395
8,38,821,0.39,R#38
9,529,64,0.56,R#529
10,63,120,0.53,R#63
11,60,113,0.83,R#60
12,830,262,0.64,R#830
13,697,897,0.24,R#697
14,165,555,0.42,R#165
15,60,463,0.41,R#60
16,237,468,0.15,R#237
17,656,1026,0.87,R#656
18,747,890,0.28,R#747
19,60,15,0.44,R#60
20,368,166,0.39,R#368
21,753,846,0.27,R#753
22,342,919,0.22,R#342
23,803,899,0.97,R#803
24,342,494,0.56,R#342
25,584,815,0.93,R#584
26,138,760,0.97,R#138
27,123,569,0.96,R#123
28,156,100,0.3,R#156
29,457,817,0.3,R#457
30,630,222,0.17,R#630
31,983,1014,0.6,R#983
32,598,579,1.0,R#598
33,531,470,0.11,R#531
34,924,202,0.57,R#924
35,423,354,0.13,R#423
36,38,1010,0.66,R#38
37,86,41,0.95,R#86
38,125,610,0.61,R#125
39,751,92,0.84,R#751
40,856,113,0.03,R#856
41,138,656,0.16,R#138
42,446,73,0.07,R#446
43,729,356,0.31,R#729
44,883,729,0.65,R#883
45,935,464,0.45,R#935
46,38,998,0.35,R#38
47,510,830,0.63,R#510
48,467,299,0.12,R#467
49,138,191,0.05,R#138
50,165,71,0.76,R#165
51,498,51,0.97,R#498
52,498,945,0.34,R#498
53,510,601,0.44,R#510
54,598,77,0.37,R#598
55,658,324,0.86,R#658
56,239,899,0.99,R#239
57,697,919,0.16,R#697
58,707,109,1.0,R#707
59,155,191,0.1,R#155
60,803,521,0.34,R#803
61,707,982,0.63,R#707
62,826,193,1.0,R#826
63,235,829,0.1,R#235
64,643,268,0.58,R#643
65,913,126,0.77,R#913
66,151,579,0.99,R#151
67,369,604,0.65,R#369
68,830,299,0.05,R#830
69,666,273,0.4,R#666
70,720,885,0.02,R#720
71,788,1008,0.01,R#788
72,395,358,0.34,R#395
