Timestamp,Reader,Paper,Score,Reader-Label
0,624,20,0.55,R#624
1,693,944,0.49,R#693
2,941,704,0.69,R#941
3,223,531,0.72,R#223
4,707,362,0.38,R#707
5,504,567,1.0,R#504
6,988,223,0.68,R#988
7,832,675,0.82,R#832
8,233,905,0.1,R#233
9,519,281,0.92,R#519
10,490,61,0.92,R#490
11,717,903,0.76,R#717
12,80,342,0.51,R#80
13,423,719,0.55,R#423
14,308,728,0.01,R#308
15,63,921,0.4,R#63
16,606,116,0.53,R#606
17,584,606,0.67,R#584
18,446,1034,0.47,R#446
19,656,388,0.8,R#656
20,1031,538,0.17,R#1031
21,701,216,0.54,R#701
22,461,1010,0.95,R#461
23,435,897,0.64,R#435
24,347,565,0.73,R#347
25,138,924,0.41,R#138
26,395,58,0.63,R#395
27,165,872,0.88,R#165
28,666,729,0.26,R#666
29,38,932,0.01,R#38
30,416,539,0.61,R#416
31,423,27,0.51,R#423
32,982,722,0.92,R#982
33,461,468,0.1,R#461
34,395,642,0.01,R#395
35,671,563,0.65,R#671
36,965,315,0.54,R#965
37,847,224,0.49,R#847
38,965,161,0.62,R#965
39,671,34,0.41,R#671
40,563,987,0.43,R#563
41,435,534,1.0,R#435
42,138,892,0.47,R#138
43,913,735,0.02,R#913
44,726,309,0.38,R#726
45,342,755,0.36,R#342
46,308,792,1.0,R#308
47,27,87,0.56,R#27
48,86,892,0.53,R#86
49,85,924,0.46,R#85
50,239,307,0.54,R#239
51,60,629,0.53,R#60
52,786,242,0.61,R#786
53,367,56,0.88,R#367
54,754,247,0.99,R#754
55,907,704,0.64,R#907
56,844,639,0.34,R#844
57,697,15,0.56,R#697
58,174,680,0.53,R#174
59,468,280,0.28,R#468
60,293,868,0.68,R#293
61,155,962,0.99,R#155
62,174,983,0.48,R#174
63,308,507,0.42,R#308
64,320,979,0.71,R#320
65,320,355,0.65,R#320
66,276,728,0.18,R#276
67,165,142,0.37,R#165
68,666,919,0.52,R#666
69,964,256,0.6,R#964
70,61,854,0.59,R#61
71,367,49,0.41,R#367
72,344,803,0.01,R#344
73,650,145,0.44,R#650
74,125,1033,0.22,R#125
75,844,715,0.01,R#844
76,944,565,0.83,R#944
77,38,892,0.41,R#38
78,920,103,0.17,R#920
79,244,241,0.24,R#244
80,63,337,0.58,R#63
81,307,328,0.28,R#307
82,801,760,0.1,R#801
