Timestamp,Reader,Paper,Score,Reader-Label
0,843,435,0.52,R#843
1,839,408,0.09,R#839
2,856,800,0.01,R#856
3,873,652,0.86,R#873
4,856,728,0.03,R#856
5,658,878,0.32,R#658
6,839,570,0.7,R#839
7,155,236,0.56,R#155
8,963,788,0.36,R#963
9,60,205,0.67,R#60
10,935,790,0.31,R#935
11,765,978,0.92,R#765
12,650,33,0.54,R#650
13,697,985,0.01,R#697
14,930,29,0.02,R#930
15,71,664,0.15,R#71
16,726,143,0.94,R#726
17,1015,664,0.32,R#1015
18,686,206,0.07,R#686
19,726,413,0.98,R#726
20,367,205,0.73,R#367
21,283,551,0.05,R#283
22,368,193,1.0,R#368
23,924,225,0.86,R#924
24,1031,38,0.89,R#1031
25,38,869,0.14,R#38
26,720,819,1.0,R#720
27,309,709,0.5,R#309
28,415,180,0.15,R#415
29,138,704,0.35,R#138
30,747,119,0.24,R#747
31,856,749,0.32,R#856
32,930,806,0.58,R#930
33,630,854,0.65,R#630
34,368,456,0.29,R#368
35,455,174,0.54,R#455
36,643,523,0.3,R#643
37,873,647,0.49,R#873
38,751,703,0.85,R#751
39,941,207,0.64,R#941
40,697,312,0.57,R#697
41,982,976,0.31,R#982
42,751,202,0.75,R#751
43,671,944,0.31,R#671
44,839,786,0.27,R#839
45,924,336,0.45,R#924
46,308,530,0.81,R#308
47,977,150,0.28,R#977
48,630,161,0.66,R#630
49,941,173,0.47,R#941
50,38,214,0.5,R#38
51,1031,617,0.17,R#1031
52,697,439,0.32,R#697
53,38,756,0.54,R#38
54,342,214,0.56,R#342
55,235,456,0.43,R#235
56,856,813,0.6,R#856
57,468,123,0.45,R#468
58,165,576,0.05,R#165
59,697,374,0.12,R#697
60,416,39,0.16,R#416
61,941,846,0.54,R#941
62,308,85,0.92,R#308
63,38,231,0.4,R#38
64,377,83,0.06,R#377
65,38,471,0.33,R#38
66,907,24,0.9,R#907
67,725,49,0.38,R#725
68,347,759,1.0,R#347
69,996,214,0.6,R#996
70,643,105,0.28,R#643
71,873,902,0.41,R#873
72,529,307,0.55,R#529
73,233,504,0.51,R#233
74,944,356,0.66,R#944
75,304,757,0.66,R#304
76,826,84,0.06,R#826
77,671,50,0.73,R#671
78,435,367,0.9,R#435
79,697,780,0.59,R#697
80,234,717,0.48,R#234
81,693,70,0.73,R#693
82,367,245,0.54,R#367
83,786,658,0.03,R#786
84,540,849,0.33,R#540
85,826,172,0.4,R#826
86,165,375,0.97,R#165
87,151,234,0.66,R#151
88,629,664,0.26,R#629
89,457,411,0.02,R#457
90,972,605,0.56,R#972
91,461,793,1.0,R#461
92,313,94,0.83,R#313
93,630,101,0.06,R#630
94,234,1033,0.19,R#234
95,233,463,0.89,R#233
96,656,352,0.63,R#656
97,367,1,0.99,R#367
98,934,828,0.94,R#934
99,883,903,0.53,R#883
100,843,1023,0.56,R#843
101,342,702,0.2,R#342
102,19,393,0.07,R#19
103,39,141,0.01,R#39
104,913,427,0.33,R#913
105,963,354,0.57,R#963
106,86,316,0.01,R#86
107,540,446,0.44,R#540
108,751,150,0.47,R#751
109,129,697,0.56,R#129
110,760,773,0.79,R#760
111,504,985,0.08,R#504
112,38,533,0.32,R#38
113,85,56,0.28,R#85
114,720,880,0.44,R#720
115,39,534,0.87,R#39
116,983,240,0.17,R#983
117,666,126,0.91,R#666
118,701,696,1.0,R#701
119,129,832,0.74,R#129
120,85,116,0.82,R#85
121,698,416,0.2,R#698
122,454,1033,0.4,R#454
123,377,800,0.65,R#377
124,60,709,0.21,R#60
125,455,31,0.07,R#455
126,360,447,0.49,R#360
127,151,268,0.01,R#151
