Timestamp,Reader,Paper,Score,Reader-Label
0,19,671,0.41,R#19
1,948,768,1.0,R#948
2,760,626,0.62,R#760
3,656,116,0.36,R#656
4,965,50,0.41,R#965
5,643,100,0.36,R#643
6,38,487,0.83,R#38
7,726,595,0.03,R#726
8,504,985,0.08,R#504
9,832,946,0.94,R#832
10,982,374,0.07,R#982
11,693,254,0.97,R#693
12,308,758,0.63,R#308
13,138,606,0.15,R#138
14,235,526,0.28,R#235
15,140,801,0.37,R#140
16,650,643,0.65,R#650
17,357,283,0.45,R#357
18,342,974,0.67,R#342
19,67,945,0.25,R#67
20,598,339,0.84,R#598
21,151,976,0.67,R#151
22,794,392,0.09,R#794
23,38,160,0.15,R#38
24,712,202,0.72,R#712
25,38,235,0.04,R#38
26,38,411,0.82,R#38
27,308,764,0.36,R#308
28,140,203,0.2,R#140
29,490,571,0.44,R#490
30,540,119,0.27,R#540
31,903,30,0.22,R#903
32,155,77,0.28,R#155
33,924,690,0.95,R#924
34,416,221,1.0,R#416
35,972,283,0.46,R#972
36,883,415,0.2,R#883
37,38,111,1.0,R#38
38,504,766,0.6,R#504
39,151,940,0.92,R#151
40,697,553,0.87,R#697
41,138,962,0.9,R#138
42,559,265,0.06,R#559
43,540,1014,0.73,R#540
44,969,420,0.83,R#969
45,489,1004,0.06,R#489
46,629,710,0.16,R#629
47,977,943,0.12,R#977
48,352,878,0.54,R#352
49,490,726,0.65,R#490
50,832,96,0.05,R#832
51,369,151,0.92,R#369
52,726,173,0.55,R#726
53,454,832,0.86,R#454
54,765,519,0.01,R#765
55,239,256,0.81,R#239
56,832,1005,1.0,R#832
57,367,80,0.05,R#367
58,239,737,0.12,R#239
59,19,235,0.06,R#19
60,65,34,0.1,R#65
61,563,182,0.24,R#563
62,347,744,0.99,R#347
63,941,443,0.62,R#941
64,454,178,0.51,R#454
65,368,89,0.33,R#368
66,643,888,0.04,R#643
67,38,216,0.94,R#38
68,38,962,0.96,R#38
69,234,51,0.03,R#234
70,360,864,0.77,R#360
71,38,144,0.06,R#38
72,239,1000,0.48,R#239
73,534,717,0.56,R#534
74,293,232,0.58,R#293
75,250,574,0.76,R#250
76,584,141,0.98,R#584
77,751,218,0.19,R#751
78,415,975,0.98,R#415
79,86,817,0.59,R#86
80,563,894,0.46,R#563
81,468,858,0.23,R#468
82,671,1024,0.86,R#671
83,832,393,0.31,R#832
84,244,94,0.63,R#244
85,686,312,0.32,R#686
86,658,596,0.39,R#658
87,165,939,0.43,R#165
88,965,438,0.19,R#965
89,155,367,0.75,R#155
90,686,45,0.54,R#686
91,510,435,0.47,R#510
92,686,24,0.78,R#686
93,666,713,0.84,R#666
94,712,523,0.81,R#712
95,72,554,0.47,R#72
96,85,206,0.1,R#85
97,504,676,0.34,R#504
98,262,238,0.96,R#262
99,239,489,0.17,R#239
100,726,892,0.34,R#726
101,725,280,0.73,R#725
102,686,150,0.22,R#686
103,641,425,0.58,R#641
104,65,978,0.93,R#65
105,454,643,0.74,R#454
106,482,790,0.85,R#482
107,352,156,0.62,R#352
108,753,769,0.35,R#753
109,977,349,0.13,R#977
110,482,799,1.0,R#482
111,235,265,0.02,R#235
112,367,51,1.0,R#367
113,455,524,0.59,R#455
114,367,1031,0.58,R#367
115,606,77,0.18,R#606
116,729,743,0.78,R#729
117,489,958,0.5,R#489
118,433,1027,0.3,R#433
119,907,893,0.33,R#907
120,138,704,0.35,R#138
121,415,85,0.31,R#415
122,844,717,0.33,R#844
123,367,15,0.57,R#367
124,151,670,0.97,R#151
125,803,664,0.44,R#803
126,468,113,0.7,R#468
127,1031,599,0.52,R#1031
128,801,728,0.22,R#801
129,941,355,0.51,R#941
130,237,740,0.29,R#237
131,38,859,0.08,R#38
132,357,986,0.76,R#357
133,125,363,0.3,R#125
134,720,424,0.16,R#720
135,342,495,0.92,R#342
136,490,587,0.52,R#490
137,666,349,0.17,R#666
138,794,970,0.02,R#794
139,872,637,0.08,R#872
140,482,270,0.5,R#482
141,847,728,0.04,R#847
142,965,934,0.4,R#965
143,342,914,0.36,R#342
144,969,29,0.03,R#969
145,834,196,0.63,R#834
146,693,114,0.41,R#693
147,165,218,0.46,R#165
148,666,194,0.09,R#666
149,38,191,0.21,R#38
150,792,33,0.65,R#792
151,309,754,0.47,R#309
152,924,182,0.61,R#924
153,17,664,0.29,R#17
154,563,900,0.33,R#563
155,416,223,0.04,R#416
156,250,972,1.0,R#250
157,872,823,0.41,R#872
158,352,554,0.49,R#352
159,563,849,0.1,R#563
160,540,236,0.55,R#540
161,907,929,0.58,R#907
162,920,207,0.96,R#920
163,650,580,0.29,R#650
164,559,316,0.03,R#559
165,964,797,0.65,R#964
166,354,671,0.31,R#354
167,19,1011,0.41,R#19
168,489,54,0.92,R#489
169,643,134,0.31,R#643
170,165,900,0.62,R#165
171,313,123,0.49,R#313
172,276,781,0.84,R#276
173,416,207,0.67,R#416
174,598,259,0.47,R#598
175,965,809,0.49,R#965
176,276,349,0.29,R#276
177,165,736,0.37,R#165
178,262,174,0.54,R#262
179,720,664,0.49,R#720
180,643,225,0.96,R#643
181,883,339,0.27,R#883
182,624,397,0.59,R#624
183,698,977,0.7,R#698
184,233,1027,0.61,R#233
185,747,888,0.44,R#747
186,792,639,0.58,R#792
187,308,664,0.18,R#308
188,38,539,0.56,R#38
189,304,144,0.04,R#304
190,969,1023,0.85,R#969
191,759,928,0.39,R#759
192,308,312,0.44,R#308
193,234,664,0.19,R#234
194,234,346,0.05,R#234
195,369,505,0.31,R#369
196,63,912,0.52,R#63
197,151,203,0.73,R#151
198,416,567,0.83,R#416
199,826,365,0.9,R#826
200,754,656,0.38,R#754
201,155,953,0.67,R#155
202,698,21,0.5,R#698
203,307,859,0.4,R#307
204,629,551,0.74,R#629
205,366,707,0.77,R#366
206,367,312,0.56,R#367
207,362,336,0.45,R#362
208,1015,112,0.75,R#1015
209,233,91,0.6,R#233
210,913,156,0.49,R#913
211,293,223,0.21,R#293
212,342,119,0.46,R#342
213,63,616,0.95,R#63
214,395,215,0.03,R#395
215,60,534,1.0,R#60
216,468,892,0.71,R#468
217,996,892,0.4,R#996
218,320,888,0.29,R#320
219,977,105,0.21,R#977
220,972,1029,0.06,R#972
221,794,176,0.25,R#794
222,540,462,0.92,R#540
223,643,938,0.15,R#643
224,234,639,0.61,R#234
225,38,850,0.52,R#38
226,367,729,0.43,R#367
227,138,301,0.42,R#138
228,304,549,0.71,R#304
229,753,905,0.3,R#753
230,514,411,0.04,R#514
231,63,778,0.95,R#63
232,86,644,1.0,R#86
233,342,217,0.02,R#342
234,347,378,0.44,R#347
235,85,943,0.81,R#85
236,697,798,0.72,R#697
237,368,32,0.56,R#368
238,686,564,0.4,R#686
239,563,595,0.01,R#563
240,233,894,0.49,R#233
241,38,127,0.74,R#38
242,924,197,0.29,R#924
243,19,289,0.83,R#19
244,468,610,0.2,R#468
245,686,353,0.99,R#686
246,165,769,0.67,R#165
247,658,77,0.26,R#658
248,461,82,0.04,R#461
249,446,170,0.37,R#446
250,803,166,0.58,R#803
251,357,1029,0.18,R#357
252,873,111,0.44,R#873
253,907,133,0.42,R#907
254,677,664,0.36,R#677
255,707,464,0.27,R#707
256,347,20,0.79,R#347
257,85,225,0.83,R#85
258,920,443,0.12,R#920
259,983,7,0.49,R#983
260,239,649,0.72,R#239
261,369,184,0.64,R#369
262,834,640,0.02,R#834
263,313,357,0.46,R#313
264,972,419,0.46,R#972
265,395,294,0.31,R#395
266,165,264,0.71,R#165
267,25,558,0.48,R#25
268,641,620,0.98,R#641
269,839,962,0.91,R#839
270,760,660,0.02,R#760
271,982,847,0.43,R#982
272,751,570,0.54,R#751
273,563,167,0.13,R#563
274,751,142,0.5,R#751
275,151,53,0.99,R#151
276,369,528,0.51,R#369
277,760,984,0.93,R#760
278,369,581,0.28,R#369
279,830,342,0.52,R#830
280,953,691,0.71,R#953
281,794,310,0.96,R#794
282,988,528,0.56,R#988
283,416,792,0.54,R#416
284,697,498,0.3,R#697
285,165,359,0.7,R#165
286,376,436,0.59,R#376
287,376,810,0.37,R#376
288,643,534,1.0,R#643
289,313,976,0.8,R#313
290,707,744,0.42,R#707
291,801,892,0.73,R#801
292,451,1024,0.77,R#451
293,826,520,0.17,R#826
294,235,711,0.33,R#235
295,788,913,0.67,R#788
296,39,866,0.42,R#39
297,151,936,0.15,R#151
298,656,1014,0.78,R#656
299,165,713,0.8,R#165
300,643,79,0.51,R#643
301,982,636,0.6,R#982
302,686,345,0.41,R#686
303,643,24,0.91,R#643
304,729,192,0.54,R#729
305,293,390,0.64,R#293
306,114,1026,0.94,R#114
307,17,111,0.42,R#17
308,856,648,0.46,R#856
309,369,96,0.01,R#369
310,792,528,0.4,R#792
311,753,919,0.04,R#753
312,308,330,0.74,R#308
313,352,404,0.09,R#352
314,457,487,0.34,R#457
315,729,923,0.81,R#729
316,80,444,0.35,R#80
317,85,426,0.45,R#85
318,567,664,0.3,R#567
319,366,249,0.9,R#366
320,244,241,0.24,R#244
321,988,258,0.59,R#988
322,244,191,0.04,R#244
323,304,666,0.68,R#304
324,510,480,0.05,R#510
325,913,105,0.3,R#913
326,726,345,0.87,R#726
327,352,52,0.55,R#352
328,376,539,0.54,R#376
329,856,179,0.13,R#856
330,72,779,0.73,R#72
331,783,493,0.48,R#783
332,697,801,0.57,R#697
333,953,960,0.08,R#953
334,38,96,0.41,R#38
335,697,938,0.07,R#697
336,873,541,0.81,R#873
337,707,578,0.03,R#707
338,801,427,0.24,R#801
339,924,703,0.86,R#924
340,563,9,0.56,R#563
341,151,530,0.76,R#151
342,948,108,0.66,R#948
343,182,70,0.59,R#182
344,1015,534,1.0,R#1015
345,239,539,0.92,R#239
346,309,974,0.61,R#309
347,913,23,0.53,R#913
348,38,846,0.3,R#38
349,80,512,0.33,R#80
350,996,34,0.98,R#996
351,563,207,0.73,R#563
352,376,435,0.49,R#376
353,712,690,0.84,R#712
354,446,104,0.5,R#446
355,60,240,0.11,R#60
356,182,41,0.72,R#182
357,983,888,0.13,R#983
358,38,537,0.3,R#38
359,465,108,0.27,R#465
360,342,324,0.25,R#342
361,834,639,0.55,R#834
362,803,1012,0.57,R#803
363,465,505,0.35,R#465
364,726,180,0.53,R#726
365,1013,680,0.28,R#1013
366,839,758,0.69,R#839
367,342,602,0.62,R#342
368,357,661,0.81,R#357
369,641,130,0.11,R#641
370,686,33,0.59,R#686
371,233,634,0.08,R#233
372,189,964,0.16,R#189
373,671,316,0.12,R#671
374,671,118,0.91,R#671
375,953,571,0.01,R#953
376,643,507,0.42,R#643
377,38,677,0.08,R#38
378,239,436,0.7,R#239
379,174,847,0.81,R#174
380,794,167,0.79,R#794
381,377,648,0.29,R#377
382,457,822,0.92,R#457
383,233,686,0.59,R#233
384,244,312,0.33,R#244
385,606,1014,0.59,R#606
386,701,800,0.06,R#701
387,38,849,0.24,R#38
388,80,54,0.91,R#80
389,435,745,0.42,R#435
390,151,245,0.04,R#151
391,686,664,0.52,R#686
392,42,664,0.4,R#42
393,563,312,0.2,R#563
394,467,456,0.25,R#467
395,671,477,0.5,R#671
396,308,602,0.58,R#308
397,313,145,0.72,R#313
398,759,673,0.43,R#759
399,38,596,0.35,R#38
400,38,779,0.39,R#38
401,606,349,0.13,R#606
402,794,1009,0.04,R#794
403,155,359,0.77,R#155
404,907,13,0.75,R#907
405,686,142,0.92,R#686
406,369,832,0.85,R#369
407,785,402,0.61,R#785
408,844,4,0.29,R#844
409,38,69,0.71,R#38
410,707,145,0.55,R#707
411,524,996,0.91,R#524
412,395,799,0.91,R#395
413,941,900,0.77,R#941
414,524,314,0.61,R#524
415,489,361,0.86,R#489
416,377,227,0.53,R#377
417,584,46,0.23,R#584
418,686,310,0.94,R#686
419,896,928,0.47,R#896
420,435,280,0.12,R#435
421,832,388,0.76,R#832
422,930,89,0.37,R#930
423,803,873,0.15,R#803
424,747,970,0.43,R#747
425,468,1007,0.32,R#468
426,457,516,0.68,R#457
427,60,324,0.75,R#60
428,85,954,0.52,R#85
429,60,53,1.0,R#60
430,38,650,0.65,R#38
431,309,863,0.45,R#309
432,155,975,0.22,R#155
433,415,878,0.41,R#415
434,61,994,0.43,R#61
435,803,573,0.73,R#803
436,896,732,0.75,R#896
437,244,171,0.49,R#244
438,948,495,0.98,R#948
439,415,983,1.0,R#415
440,61,615,0.87,R#61
441,39,474,0.73,R#39
442,671,444,0.55,R#671
443,641,47,0.41,R#641
444,296,756,0.69,R#296
445,965,647,0.51,R#965
446,624,348,0.91,R#624
447,856,779,0.65,R#856
448,504,717,0.61,R#504
449,965,829,0.94,R#965
450,38,66,1.0,R#38
451,783,229,0.09,R#783
452,377,539,0.79,R#377
453,903,93,0.46,R#903
454,165,554,0.49,R#165
455,726,966,1.0,R#726
456,903,228,0.02,R#903
457,367,43,0.94,R#367
458,794,116,0.59,R#794
459,174,553,0.78,R#174
460,232,952,0.01,R#232
461,38,597,0.36,R#38
462,794,690,0.97,R#794
463,366,17,0.47,R#366
464,598,285,0.74,R#598
465,792,175,0.42,R#792
466,435,1014,0.39,R#435
467,913,102,0.67,R#913
468,1031,435,0.7,R#1031
469,729,278,0.07,R#729
470,872,378,0.91,R#872
471,237,19,0.51,R#237
472,308,191,0.09,R#308
473,423,436,0.95,R#423
474,138,259,0.46,R#138
475,38,301,0.31,R#38
476,643,119,0.56,R#643
477,308,686,0.85,R#308
478,847,85,0.94,R#847
479,468,906,0.03,R#468
480,38,943,0.22,R#38
481,935,362,0.64,R#935
482,376,470,0.99,R#376
483,165,568,0.57,R#165
484,584,798,0.34,R#584
485,376,737,0.25,R#376
486,697,142,0.56,R#697
487,165,309,0.51,R#165
488,262,575,0.63,R#262
489,924,801,0.3,R#924
490,362,690,0.99,R#362
491,826,959,0.44,R#826
492,839,890,0.3,R#839
493,36,28,0.84,R#36
494,489,190,0.45,R#489
495,140,427,0.32,R#140
496,362,171,0.5,R#362
497,920,731,0.01,R#920
498,598,966,1.0,R#598
499,839,216,0.74,R#839
500,941,34,0.56,R#941
501,156,100,0.3,R#156
502,39,92,0.61,R#39
503,125,702,0.86,R#125
504,433,382,0.68,R#433
505,983,530,0.91,R#983
506,832,69,0.71,R#832
507,903,635,0.89,R#903
508,944,932,0.07,R#944
509,233,234,0.5,R#233
510,969,343,0.56,R#969
511,60,965,0.68,R#60
512,920,758,0.16,R#920
513,567,742,0.72,R#567
514,913,240,0.02,R#913
515,489,508,0.03,R#489
516,540,176,0.69,R#540
517,903,385,0.32,R#903
518,342,776,0.11,R#342
519,724,664,0.28,R#724
520,60,474,0.49,R#60
521,367,498,0.01,R#367
522,250,773,0.85,R#250
523,360,447,0.49,R#360
524,785,104,0.48,R#785
525,701,634,0.94,R#701
526,395,587,0.68,R#395
527,293,246,0.64,R#293
528,455,386,0.67,R#455
529,435,191,0.01,R#435
530,944,120,0.51,R#944
531,423,741,0.21,R#423
532,996,1017,0.56,R#996
533,352,940,0.87,R#352
534,38,508,0.89,R#38
535,307,272,0.97,R#307
536,920,965,0.8,R#920
537,785,874,0.34,R#785
538,63,678,0.82,R#63
539,38,964,0.37,R#38
540,446,466,1.0,R#446
541,844,184,0.45,R#844
542,658,971,0.28,R#658
543,138,781,0.83,R#138
544,726,492,0.39,R#726
545,658,636,0.28,R#658
546,67,972,1.0,R#67
547,38,977,0.37,R#38
548,39,530,0.96,R#39
549,60,764,0.37,R#60
550,725,390,0.96,R#725
551,907,449,1.0,R#907
552,873,521,0.52,R#873
553,38,822,0.69,R#38
554,519,848,0.41,R#519
555,60,8,0.65,R#60
556,920,953,0.68,R#920
557,726,948,0.47,R#726
558,913,553,0.84,R#913
559,342,477,0.4,R#342
560,1013,939,0.62,R#1013
561,519,170,0.39,R#519
562,165,224,0.46,R#165
563,433,171,0.59,R#433
564,834,479,0.38,R#834
565,233,813,0.82,R#233
566,534,151,0.93,R#534
567,138,44,0.02,R#138
568,360,270,0.56,R#360
569,490,434,0.99,R#490
570,540,310,0.95,R#540
571,38,450,0.94,R#38
572,907,550,0.27,R#907
573,85,868,0.45,R#85
574,322,582,0.83,R#322
575,342,241,0.86,R#342
576,698,736,0.54,R#698
577,359,646,0.17,R#359
578,969,480,0.29,R#969
579,794,395,0.06,R#794
580,457,118,0.89,R#457
581,717,105,0.91,R#717
582,794,492,0.28,R#794
583,698,329,0.01,R#698
584,701,309,0.4,R#701
585,924,336,0.45,R#924
586,454,196,0.16,R#454
587,38,723,0.43,R#38
588,395,598,0.05,R#395
589,847,553,0.92,R#847
590,963,470,0.01,R#963
591,376,547,0.46,R#376
592,465,311,0.23,R#465
593,759,276,0.8,R#759
594,697,722,0.81,R#697
595,155,858,0.35,R#155
596,233,264,0.54,R#233
597,178,517,0.38,R#178
598,563,1025,0.62,R#563
599,60,49,0.47,R#60
600,368,539,0.89,R#368
601,367,962,0.93,R#367
602,342,1013,0.38,R#342
603,344,243,0.32,R#344
604,832,196,0.3,R#832
605,296,718,0.4,R#296
606,765,443,0.17,R#765
607,123,144,0.23,R#123
608,320,126,0.36,R#320
609,540,861,0.06,R#540
610,86,161,0.39,R#86
611,125,196,0.4,R#125
612,751,507,0.25,R#751
613,38,115,0.31,R#38
614,308,53,0.72,R#308
615,359,120,0.54,R#359
616,367,277,0.7,R#367
617,189,944,0.9,R#189
618,65,870,0.36,R#65
619,377,83,0.06,R#377
620,369,604,0.65,R#369
621,832,235,0.19,R#832
622,489,184,0.26,R#489
623,368,650,0.84,R#368
624,38,179,0.13,R#38
625,235,101,0.02,R#235
626,1013,781,0.41,R#1013
627,423,649,0.98,R#423
628,165,892,0.64,R#165
629,67,891,0.52,R#67
630,658,124,0.51,R#658
631,801,463,0.22,R#801
632,435,404,0.2,R#435
633,698,749,0.36,R#698
634,803,821,0.67,R#803
635,1015,492,0.32,R#1015
636,468,361,0.94,R#468
637,834,946,0.9,R#834
638,313,539,0.89,R#313
639,801,894,0.45,R#801
640,765,453,0.22,R#765
641,948,717,0.48,R#948
642,239,771,0.71,R#239
643,606,983,0.34,R#606
644,606,523,0.02,R#606
645,540,978,0.95,R#540
646,38,839,0.43,R#38
647,435,1025,0.2,R#435
648,433,39,0.12,R#433
649,969,64,0.75,R#969
650,467,420,0.51,R#467
651,454,422,0.16,R#454
652,352,146,0.66,R#352
653,934,784,0.9,R#934
654,977,462,0.73,R#977
655,584,207,0.83,R#584
656,598,121,0.3,R#598
657,140,330,0.59,R#140
658,86,994,0.45,R#86
659,151,766,0.47,R#151
660,498,223,0.07,R#498
661,342,309,0.47,R#342
662,953,937,0.93,R#953
663,751,310,0.7,R#751
664,751,629,0.81,R#751
665,598,1025,0.3,R#598
666,60,747,0.45,R#60
667,832,773,0.79,R#832
668,1031,200,0.54,R#1031
669,786,101,0.02,R#786
670,754,65,0.53,R#754
671,598,105,0.06,R#598
672,658,898,0.1,R#658
673,924,760,1.0,R#924
674,468,888,0.62,R#468
675,250,1005,0.98,R#250
676,140,119,0.34,R#140
677,250,708,0.06,R#250
678,903,164,0.34,R#903
679,61,647,0.36,R#61
680,178,1001,0.73,R#178
681,941,85,0.57,R#941
682,38,640,0.02,R#38
683,658,626,0.37,R#658
684,794,903,0.41,R#794
685,754,92,0.82,R#754
686,658,224,0.72,R#658
687,72,446,0.82,R#72
688,489,255,0.87,R#489
689,983,725,0.21,R#983
690,982,929,0.27,R#982
691,38,541,0.9,R#38
692,630,711,0.75,R#630
693,38,587,0.29,R#38
694,504,801,0.78,R#504
695,369,891,0.47,R#369
696,584,888,0.51,R#584
697,138,247,0.79,R#138
