Timestamp,Reader,Paper,Score,Reader-Label
0,233,507,0.33,R#233
1,25,363,0.55,R#25
2,140,463,0.1,R#140
3,19,881,0.61,R#19
4,924,861,0.05,R#924
5,85,207,0.84,R#85
6,920,353,0.99,R#920
7,786,875,0.01,R#786
8,235,804,0.79,R#235
9,38,435,0.55,R#38
10,720,655,0.05,R#720
11,847,870,0.87,R#847
12,707,466,1.0,R#707
13,913,150,0.47,R#913
14,360,278,0.16,R#360
15,658,352,1.0,R#658
16,948,18,0.45,R#948
17,754,519,0.09,R#754
18,1013,870,0.03,R#1013
19,377,135,0.6,R#377
20,38,975,0.95,R#38
21,19,1032,0.02,R#19
22,934,392,0.24,R#934
23,584,539,0.95,R#584
24,983,349,0.05,R#983
25,754,769,0.68,R#754
26,293,709,0.37,R#293
27,907,240,0.01,R#907
28,792,1014,0.51,R#792
29,140,349,0.12,R#140
30,563,155,0.31,R#563
31,38,844,0.54,R#38
32,930,89,0.37,R#930
33,941,978,0.97,R#941
34,903,338,0.05,R#903
35,433,49,0.56,R#433
36,67,423,0.33,R#67
37,598,498,0.17,R#598
38,320,755,0.16,R#320
39,629,189,0.04,R#629
40,839,948,0.25,R#839
41,839,539,0.83,R#839
42,490,720,0.82,R#490
43,250,981,0.68,R#250
44,67,541,0.89,R#67
45,498,722,0.99,R#498
46,140,769,0.56,R#140
47,606,492,0.21,R#606
48,420,539,0.44,R#420
49,125,898,0.14,R#125
50,465,175,0.72,R#465
51,72,217,0.05,R#72
52,446,896,0.16,R#446
53,38,785,0.56,R#38
54,641,292,0.17,R#641
55,174,985,0.04,R#174
56,524,900,0.4,R#524
57,930,842,0.49,R#930
58,367,232,0.45,R#367
59,924,142,0.02,R#924
60,524,227,0.53,R#524
61,60,440,0.36,R#60
62,465,945,0.22,R#465
63,60,942,0.42,R#60
64,883,553,0.71,R#883
65,39,648,0.07,R#39
66,519,174,0.52,R#519
67,834,105,0.11,R#834
68,965,448,0.64,R#965
69,342,179,0.09,R#342
70,658,590,0.45,R#658
71,250,422,0.11,R#250
72,504,888,0.06,R#504
73,151,863,0.53,R#151
74,262,990,1.0,R#262
75,320,903,0.49,R#320
76,85,554,0.34,R#85
77,296,294,0.59,R#296
78,701,798,0.66,R#701
79,309,264,0.51,R#309
80,420,853,0.61,R#420
81,847,686,0.59,R#847
82,658,151,0.44,R#658
83,843,458,0.86,R#843
84,367,675,0.81,R#367
85,903,917,0.97,R#903
86,712,264,0.37,R#712
87,1015,329,0.29,R#1015
88,996,163,0.69,R#996
89,948,151,0.71,R#948
90,701,567,0.79,R#701
91,830,209,0.15,R#830
92,125,396,0.31,R#125
93,362,216,0.38,R#362
94,39,474,0.73,R#39
95,151,273,0.61,R#151
96,250,1033,0.22,R#250
97,832,51,0.44,R#832
98,803,767,0.29,R#803
99,85,46,0.6,R#85
100,941,498,0.07,R#941
101,934,663,0.23,R#934
102,72,408,0.04,R#72
103,563,237,0.96,R#563
104,420,281,0.74,R#420
105,465,151,0.9,R#465
106,174,534,1.0,R#174
107,451,854,0.14,R#451
108,832,190,0.44,R#832
109,686,408,0.07,R#686
110,930,187,0.61,R#930
111,155,780,0.77,R#155
112,725,931,0.75,R#725
113,701,462,0.79,R#701
114,233,141,0.99,R#233
115,189,254,0.63,R#189
116,783,90,0.4,R#783
117,362,268,0.45,R#362
118,38,352,0.21,R#38
119,156,1027,0.43,R#156
