Timestamp,Reader,Paper,Score,Reader-Label
0,72,474,0.34,R#72
1,729,678,0.6,R#729
2,856,1007,0.21,R#856
3,415,634,0.06,R#415
4,368,297,0.88,R#368
5,524,13,0.69,R#524
6,308,474,0.21,R#308
7,38,245,0.55,R#38
8,451,692,0.09,R#451
9,977,696,0.95,R#977
10,435,171,0.46,R#435
11,965,265,0.42,R#965
12,352,171,0.59,R#352
13,156,800,0.16,R#156
14,832,592,0.13,R#832
15,643,704,0.57,R#643
16,843,42,0.69,R#843
17,786,925,0.36,R#786
18,504,856,0.01,R#504
19,38,271,0.6,R#38
20,235,692,0.09,R#235
21,244,205,0.11,R#244
22,540,191,0.21,R#540
23,165,728,0.01,R#165
24,630,994,0.45,R#630
25,686,324,0.45,R#686
26,61,262,0.28,R#61
27,38,940,0.74,R#38
28,165,938,0.11,R#165
29,598,353,0.9,R#598
30,584,760,1.0,R#584
31,38,604,0.93,R#38
32,39,1027,0.25,R#39
33,944,681,0.51,R#944
34,606,273,0.45,R#606
35,883,507,0.47,R#883
36,151,676,0.49,R#151
37,514,820,0.99,R#514
38,244,102,0.42,R#244
39,559,111,0.9,R#559
40,293,558,0.45,R#293
41,830,928,0.33,R#830
42,155,9,0.2,R#155
43,60,314,0.5,R#60
44,307,201,0.49,R#307
45,435,433,0.53,R#435
46,658,610,0.69,R#658
47,151,117,0.95,R#151
48,658,449,1.0,R#658
49,666,52,0.42,R#666
50,155,554,0.41,R#155
51,223,607,0.67,R#223
52,86,822,0.72,R#86
53,38,86,0.86,R#38
54,801,939,0.43,R#801
55,726,602,0.72,R#726
56,342,314,0.55,R#342
57,114,715,0.92,R#114
58,641,836,0.45,R#641
59,598,314,0.48,R#598
60,996,491,0.81,R#996
61,977,145,0.45,R#977
62,686,218,0.69,R#686
63,276,332,0.03,R#276
64,38,984,0.86,R#38
65,140,1031,0.61,R#140
66,320,662,0.05,R#320
67,751,798,0.69,R#751
68,658,179,0.39,R#658
69,941,415,0.2,R#941
70,913,124,0.51,R#913
71,457,692,0.3,R#457
72,320,250,0.69,R#320
73,482,960,0.6,R#482
74,847,141,1.0,R#847
75,830,487,0.3,R#830
76,751,890,0.21,R#751
77,39,352,0.83,R#39
78,313,888,0.26,R#313
79,988,96,0.47,R#988
80,233,665,0.36,R#233
81,352,102,0.48,R#352
82,856,931,0.88,R#856
83,963,435,0.34,R#963
84,964,421,0.12,R#964
85,725,113,0.72,R#725
86,567,144,0.08,R#567
87,140,52,0.25,R#140
88,320,800,0.58,R#320
89,140,408,0.22,R#140
90,155,314,0.63,R#155
91,309,749,0.15,R#309
92,977,888,0.41,R#977
93,751,143,0.97,R#751
94,38,342,0.57,R#38
95,38,1007,0.56,R#38
96,803,48,0.9,R#803
97,832,231,0.66,R#832
98,262,169,0.51,R#262
99,948,396,0.69,R#948
100,697,135,0.53,R#697
101,794,26,0.71,R#794
102,114,173,0.58,R#114
103,67,623,0.95,R#67
104,435,81,0.61,R#435
105,17,160,0.27,R#17
106,368,585,0.59,R#368
107,376,428,0.52,R#376
108,362,449,1.0,R#362
109,725,179,0.1,R#725
110,362,656,0.73,R#362
111,39,179,0.64,R#39
112,712,567,0.4,R#712
113,707,57,0.11,R#707
114,233,684,0.57,R#233
115,584,410,0.18,R#584
116,38,663,0.33,R#38
117,156,686,0.88,R#156
118,697,33,0.7,R#697
119,514,964,0.37,R#514
120,367,255,0.97,R#367
121,86,486,0.45,R#86
122,658,236,0.25,R#658
123,872,759,0.43,R#872
124,801,413,0.74,R#801
