Timestamp,Reader,Paper,Score
0,2148,6448,0.98
1,2148,9562,0.41
2,2161,2052,0.44
3,2161,7714,0.83
4,1680,16587,0.92
5,1680,10005,0.68
6,1180,2651,0.97
7,1180,12437,0.68
8,112,1401,0.01
9,112,12250,0.61
10,1038,10970,0.32
11,1038,15209,0.68
12,11,18129,0.47
13,11,2575,0.3
14,1827,4780,1.0
15,1827,14373,0.96
16,2154,10195,0.36
17,2154,140,0.93
18,1168,800,0.76
19,1168,6918,0.94
20,1217,10646,0.01
21,1217,19677,0.21
22,750,11745,0.86
23,750,13671,0.44
24,31,4185,0.01
25,31,8812,0.39
26,1198,6209,0.01
27,1198,11506,0.49
28,769,14169,0.61
29,769,17120,0.64
30,295,3790,0.01
31,295,19180,0.66
32,1694,17926,0.78
33,1694,5438,0.25
34,2464,3469,1.0
35,2464,12434,0.99
36,596,5570,0.18
37,596,10513,0.85
38,775,9474,0.01
39,775,5241,0.46
40,1049,13303,0.88
41,1049,12848,0.03
42,1007,13337,0.43
43,1007,9504,0.96
44,2072,5635,0.45
45,2072,5428,0.64
46,566,14946,0.62
47,566,2281,0.42
48,1511,6714,0.38
49,1511,4909,0.46
50,2337,5541,0.16
51,2337,15244,0.39
52,2348,5435,0.98
53,2348,4112,0.45
54,1074,12286,0.99
55,1074,12110,0.34
56,244,8467,0.41
57,244,17882,0.58
58,2056,14282,0.46
59,2056,10170,0.85
60,508,18186,0.64
61,508,4252,0.04
62,1960,13452,0.23
63,1960,3047,0.48
64,971,8442,0.56
65,971,2228,0.82
66,1273,6582,0.5
67,1273,14900,0.02
68,354,9200,0.43
69,354,6034,0.91
70,41,3176,0.87
71,41,9952,0.27
72,612,10675,0.03
73,612,14938,0.68
74,588,7680,0.48
75,588,17925,0.61
76,1932,11708,0.66
77,1932,3153,0.95
78,2239,6519,0.95
79,2239,12747,0.51
80,299,2355,0.95
81,299,10020,0.99
82,2131,56,0.37
83,2131,16038,0.73
84,118,6705,0.83
85,118,11024,0.46
86,944,9680,0.41
87,944,18860,0.39
88,1045,1919,0.46
89,1045,7399,0.98
90,1925,16009,0.01
91,1925,6372,0.56
92,408,4125,0.71
93,408,6960,0.51
94,615,6898,0.28
95,615,12196,0.27
96,1185,2901,0.75
97,1185,12100,0.84
98,1026,4024,0.97
99,1026,12633,0.52
100,698,18706,0.37
101,698,14865,0.95
102,2099,19862,0.94
103,2099,2431,0.73
104,2093,6121,0.01
105,2093,11131,0.63
106,1272,456,0.36
107,1272,1412,0.47
108,733,12617,0.98
109,733,16783,0.68
110,2391,9439,0.29
111,2391,3127,0.29
112,1524,13571,0.61
113,1524,1972,0.59
