Timestamp,Reader,Paper,Score
0,955,114,0.05
1,459,152,0.93
2,621,279,0.59
3,665,280,0.43
4,416,37,0.79
5,688,183,0.29
6,211,176,0.85
7,186,105,0.46
8,172,101,0.11
9,681,222,0.23
10,746,98,0.22
11,975,217,0.9
12,707,94,0.71
13,896,155,0.86
14,63,15,0.13
15,541,96,0.6
16,443,227,0.33
17,323,188,0.01
18,872,65,0.46
19,675,285,0.9
20,117,21,0.01
21,386,208,0.65
22,588,96,0.51
23,850,97,0.77
24,71,260,0.74
25,191,175,0.47
26,667,63,0.35
27,319,185,0.46
28,191,291,0.48
29,532,119,0.85
30,572,270,0.5
31,87,285,0.84
32,243,159,0.39
33,529,73,0.02
34,36,78,0.1
35,424,115,0.49
36,304,46,0.98
37,57,192,0.98
38,570,145,0.77
39,843,183,0.28
40,474,82,0.21
41,199,28,0.6
42,599,263,0.05
43,650,92,0.73
44,319,31,0.47
45,752,184,0.9
46,306,16,1.0
47,726,30,0.65
48,242,233,0.63
49,289,67,0.76
50,707,112,0.32
51,645,87,0.67
52,296,165,0.46
53,269,237,0.47
54,23,275,0.92
55,541,22,0.57
56,633,271,0.51
57,599,16,0.97
58,242,76,0.09
59,553,11,0.4
60,875,134,0.36
61,833,42,0.7
62,839,62,0.84
63,804,96,0.74
64,441,198,0.99
65,863,209,0.67
66,80,106,0.14
67,831,62,0.31
68,921,177,0.01
69,730,61,0.7
70,971,109,0.46
71,874,17,0.67
72,922,192,1.0
73,340,229,1.0
74,363,146,0.03
75,616,47,0.65
76,708,273,0.43
77,69,168,1.0
78,2,53,0.97
79,840,101,0.07
80,30,53,0.62
81,803,235,0.27
82,30,242,0.4
83,649,61,0.64
84,502,284,0.71
85,199,10,0.67
86,319,7,0.26
87,610,44,0.98
88,139,234,0.44
89,290,206,0.01
90,130,219,0.58
91,875,273,0.64
92,448,186,0.36
93,511,213,0.72
94,294,170,0.62
95,766,137,0.17
96,91,207,0.58
97,571,30,0.46
98,108,23,0.79
99,101,34,0.46
100,719,82,0.22
101,860,196,0.2
102,301,227,0.38
103,470,127,0.84
104,705,63,0.31
105,656,89,0.57
106,480,291,0.5
107,751,234,0.55
108,666,29,0.96
109,406,176,0.71
110,254,139,0.66
111,378,96,0.61
112,123,221,0.61
113,917,143,0.47
114,515,259,0.13
115,129,115,0.01
116,743,61,0.45
117,190,103,0.56
118,954,51,0.61
119,955,202,0.11
120,76,25,0.15
121,694,247,0.51
122,39,180,0.76
123,783,184,0.99
124,425,92,0.14
125,348,113,0.19
126,105,171,0.45
127,530,108,0.44
128,299,5,0.44
129,87,275,0.77
130,731,155,0.24
131,752,208,0.6
132,964,121,0.51
133,548,154,0.95
134,236,115,0.01
135,162,110,0.47
136,30,191,0.09
137,234,52,0.95
138,113,241,0.92
139,351,63,0.46
140,314,225,0.12
141,9,121,0.77
142,192,187,0.38
143,349,33,0.08
144,897,275,0.99
145,401,292,0.9
146,741,12,0.63
147,760,234,0.74
148,123,23,0.64
149,444,44,0.7
150,985,103,0.55
151,476,200,0.42
152,897,114,0.05
153,358,130,0.59
154,419,281,0.28
155,49,173,0.15
156,990,0,0.58
157,852,246,0.08
158,241,122,0.89
159,953,124,0.62
160,289,6,0.01
161,371,120,0.37
162,63,61,0.31
163,470,3,0.36
164,305,42,0.35
165,808,258,0.81
166,801,68,0.57
167,389,28,0.65
168,770,254,0.42
169,211,39,0.45
170,632,36,0.85
171,412,27,0.62
172,373,228,0.87
173,490,221,0.41
174,380,47,0.66
175,228,38,0.78
176,424,197,0.41
177,563,123,0.06
178,74,197,0.08
179,571,262,0.15
180,30,215,0.7
181,759,29,0.99
182,631,188,0.01
183,211,181,0.74
184,38,53,0.88
185,974,68,0.43
186,741,73,0.32
187,460,101,0.23
188,783,251,0.64
189,753,56,0.72
190,129,239,1.0
191,306,110,0.22
192,525,192,0.94
193,358,234,0.49
194,821,5,0.24
195,777,298,0.11
196,405,198,0.99
197,477,153,0.6
198,980,96,0.5
199,623,171,0.37
200,96,266,0.44
201,308,96,0.82
202,967,258,0.77
203,846,108,0.35
204,62,229,1.0
