Timestamp,Reader,Paper,Score
0,92,76,0.4
1,678,58,0.03
2,370,105,0.67
3,661,167,0.85
4,959,187,0.69
5,610,176,0.84
6,574,241,0.52
7,39,198,0.77
8,638,16,0.67
9,897,126,1.0
10,335,297,0.41
11,916,204,0.94
12,868,152,1.0
13,567,121,0.41
14,270,7,0.63
15,24,120,0.67
16,794,288,0.35
17,857,293,0.53
18,502,43,0.05
19,163,286,0.96
20,475,113,0.13
21,550,220,0.5
22,226,187,0.35
23,607,132,0.01
24,689,45,0.55
25,424,79,0.57
26,141,114,0.48
27,796,58,0.2
28,203,200,0.79
29,595,289,0.97
30,167,44,0.94
31,162,99,0.53
32,424,197,0.41
33,287,138,0.51
34,574,275,0.92
35,457,207,0.42
36,420,151,0.39
37,612,51,0.42
38,81,238,0.42
39,67,248,0.84
40,645,238,0.72
41,870,207,0.61
42,309,280,0.75
43,261,299,0.7
44,171,226,1.0
45,739,187,0.68
46,687,231,1.0
47,251,148,0.78
48,565,158,0.02
49,785,130,0.58
50,419,182,0.83
51,558,62,0.01
52,64,49,0.54
53,243,103,0.62
54,882,129,0.72
55,603,151,0.52
56,543,291,0.46
57,506,191,0.01
58,379,227,0.45
59,997,165,0.84
60,101,124,0.35
61,509,249,0.37
62,950,82,0.29
63,249,138,0.38
64,419,146,0.15
65,217,38,0.64
66,159,190,0.76
67,211,275,0.94
68,333,4,0.46
69,526,13,0.3
70,387,188,0.14
71,977,25,0.22
72,203,159,0.45
73,855,2,0.64
74,544,20,0.22
75,166,30,0.02
76,925,169,0.5
77,392,117,0.24
78,302,44,0.82
79,272,54,0.23
80,438,117,0.09
81,802,227,0.18
82,665,40,0.99
83,656,81,0.59
84,437,139,0.57
85,740,67,0.7
86,551,137,0.5
87,67,219,0.94
88,324,89,0.53
89,992,178,0.74
90,19,133,0.95
91,760,293,0.9
92,966,77,0.75
93,801,87,0.57
94,634,65,0.33
95,323,118,0.47
96,370,44,0.97
97,752,184,0.9
98,163,9,0.1
99,955,113,0.16
100,258,189,0.03
101,967,284,0.69
102,254,198,0.97
103,752,128,0.73
104,391,113,0.01
105,727,255,0.37
106,626,159,0.74
107,215,282,0.35
108,540,17,0.64
109,49,192,0.96
110,791,176,0.67
111,35,284,0.56
112,132,239,1.0
113,362,242,0.39
114,460,101,0.23
115,200,215,0.68
116,759,236,0.57
117,135,138,0.52
118,374,258,0.83
119,322,117,0.01
120,285,115,0.08
121,414,258,0.5
122,294,170,0.62
123,359,20,0.26
124,878,110,0.11
125,807,180,0.88
126,817,208,0.82
127,672,61,0.53
128,737,63,0.49
129,840,81,0.51
130,748,215,0.58
131,271,159,0.69
132,958,246,0.59
133,763,45,0.28
134,197,274,0.21
135,701,294,0.64
136,559,212,0.61
137,55,139,0.73
138,634,69,0.92
139,837,219,0.98
140,420,41,0.04
141,118,191,0.3
142,100,284,0.73
143,745,71,0.46
144,557,46,0.96
145,672,229,0.97
146,231,282,0.15
147,340,54,0.26
148,156,33,0.19
149,589,266,0.61
150,643,164,0.69
151,570,280,0.53
152,350,14,0.95
153,218,59,0.33
154,872,51,0.39
155,350,245,0.06
156,973,65,0.39
157,900,247,0.55
158,960,62,0.12
159,424,19,0.62
160,307,18,0.46
161,689,80,0.65
162,722,6,0.96
163,624,25,0.16
164,367,289,0.96
165,23,56,0.65
166,859,42,0.55
167,766,46,0.95
168,913,192,0.76
169,839,215,0.52
170,528,34,0.35
171,603,202,0.28
172,893,145,0.83
173,252,162,0.61
174,284,238,0.5
175,247,261,0.72
176,418,233,0.09
177,527,187,0.19
178,530,217,0.98
179,218,16,0.52
180,675,285,0.9
181,86,29,0.32
182,362,11,0.37
183,118,149,1.0
184,98,87,0.81
185,220,175,0.73
186,742,270,0.48
187,155,155,0.64
188,227,24,0.06
189,274,286,0.02
190,49,173,0.15
191,830,123,0.02
192,296,196,0.1
193,230,134,0.8
194,801,195,0.57
195,716,194,0.47
196,479,82,0.18
197,533,276,0.75
198,836,228,0.66
199,404,191,0.29
200,226,101,0.28
201,746,27,0.37
202,658,9,0.21
203,877,172,0.61
204,387,256,0.33
205,87,164,0.03
206,831,110,0.06
207,352,54,0.02
208,474,48,0.21
209,46,158,0.01
210,746,123,0.01
211,374,133,0.78
212,530,136,0.4
213,365,159,0.3
214,868,295,0.07
215,399,284,0.83
216,345,19,0.53
217,580,108,0.7
218,175,147,0.97
219,828,251,0.09
220,373,109,0.56
221,249,297,0.75
222,849,136,0.74
223,488,132,0.01
224,6,291,0.62
225,940,241,0.59
226,966,32,0.62
227,470,97,0.75
228,558,271,0.23
229,163,240,1.0
230,687,120,0.47
231,541,17,0.72
232,24,131,0.45
233,35,116,0.34
234,639,291,0.38
235,123,198,0.9
236,211,158,0.22
237,451,152,1.0
238,548,286,0.05
239,390,178,0.65
240,989,289,0.78
241,285,260,0.95
242,789,143,0.47
