Timestamp,Reader,Paper,Score
0,1301,6612,0.1
1,1301,3872,0.58
2,1813,9692,0.62
3,1813,6455,0.35
4,752,9199,0.48
5,752,6191,0.71
6,786,320,0.54
7,786,384,0.58
8,1303,402,0.69
9,1303,4018,0.6
10,1255,9571,0.37
11,1255,2437,0.12
12,800,5158,0.19
13,800,9453,0.29
14,2084,1911,0.29
15,2084,1160,0.28
16,396,2638,0.65
17,396,5706,0.03
18,585,8134,0.7
19,585,7395,0.36
20,919,4300,0.44
21,919,2532,0.44
22,58,6874,0.1
23,58,8574,0.85
24,504,1130,0.11
25,504,8393,0.63
26,1630,7032,0.06
27,1630,8747,0.02
28,1444,6824,0.1
29,1444,4494,0.41
30,1769,6955,0.5
31,1769,4542,0.31
32,1343,3284,0.49
33,1343,5748,0.37
34,1327,5575,0.73
35,1327,6129,0.44
36,265,852,0.48
37,265,45,0.02
38,540,6206,0.52
39,540,6799,0.1
40,2480,6393,0.22
41,2480,5120,0.83
42,1837,2218,0.01
43,1837,7268,0.75
44,2409,9454,0.13
45,2409,4411,0.33
46,254,2838,0.56
47,254,2925,0.01
48,2251,4454,0.52
49,2251,1929,0.61
50,2096,8334,0.5
51,2096,6907,0.46
52,744,5513,0.82
53,744,9051,0.25
54,29,5742,0.22
55,29,8450,0.01
56,1892,8806,0.01
57,1892,5839,0.5
58,1076,6312,0.07
59,1076,3136,0.31
60,1206,9859,0.36
61,1206,8382,0.47
62,1471,5057,0.63
63,1471,4340,0.56
64,2046,3633,0.08
65,2046,8982,0.61
66,702,8410,0.86
67,702,9864,0.01
68,1907,4878,0.66
69,1907,7191,0.78
70,1983,5542,0.09
71,1983,2783,0.46
72,1489,2513,0.48
73,1489,3548,0.63
74,276,6144,0.1
75,276,4467,0.21
76,2209,5639,0.36
77,2209,3234,0.49
78,1070,8365,0.34
79,1070,9126,0.6
80,1681,5890,0.12
81,1681,6037,0.78
82,133,4832,0.8
83,133,498,0.01
84,1363,7983,0.83
85,1363,9304,0.64
