Timestamp,Reader,Paper,Score
0,4016,7498,0.55
1,4467,4148,0.39
2,3895,3577,0.78
3,4256,217,0.38
4,2626,5126,0.61
5,2915,2109,0.42
6,696,9357,0.54
7,3467,7104,0.63
8,862,3999,0.5
9,4233,4023,0.96
10,4475,3575,0.93
11,1079,3134,0.24
12,1475,8255,0.28
13,2015,312,0.58
14,1032,3351,0.9
15,3733,6146,0.39
16,1320,394,0.14
17,2987,3180,0.86
18,333,1834,0.91
19,3518,3387,0.49
20,2389,4717,0.15
21,3836,9480,0.69
22,4871,3629,0.58
23,3673,7476,0.99
24,2163,234,0.48
25,2023,6961,0.95
26,4269,2334,0.16
27,582,4850,0.05
28,4008,1397,0.45
29,4239,9904,0.57
30,1065,8617,0.94
31,1406,2548,0.52
32,2509,8801,0.57
33,2154,5419,0.21
34,1231,9874,0.77
35,480,2033,0.44
36,4033,6823,0.41
37,2986,0,0.38
38,2348,4156,0.72
39,4217,2367,0.64
40,2482,2364,0.7
41,1144,1285,0.53
42,1032,245,0.86
43,4269,8630,0.39
44,1730,2717,0.04
45,3266,5425,0.77
46,1383,15,0.18
47,4450,5684,0.65
48,1087,7277,0.29
49,4921,8716,0.64
50,3157,1875,0.47
51,1564,5034,0.37
52,1106,4226,0.91
53,1580,5190,0.97
54,843,6965,0.84
55,3905,919,0.78
56,2788,3197,0.52
57,3498,5330,0.59
58,2729,5457,0.86
59,664,1344,0.29
60,689,2669,0.67
61,1765,5091,0.66
62,2071,9064,0.6
63,913,5461,0.61
64,4373,1371,0.4
65,1877,7663,0.95
66,792,3957,0.23
67,3955,3201,0.6
68,1712,6799,0.74
69,4269,5230,0.38
70,3654,7520,0.51
71,2224,275,0.88
72,384,5021,0.82
73,4326,6760,0.27
74,97,5012,0.76
75,2943,5245,0.45
76,2254,7150,0.43
77,4338,2150,0.59
78,325,1064,0.69
79,1923,388,0.62
80,2827,3371,0.53
81,4476,268,0.53
82,558,5940,0.81
83,858,4609,0.44
84,1154,8374,0.89
85,3477,2337,0.64
86,1057,6841,0.68
87,1598,5085,0.37
88,1983,7831,0.68
89,2261,3726,0.7
90,4950,2014,0.55
91,4819,5519,0.65
92,4721,2729,0.72
93,2230,4827,0.9
94,4081,9460,0.69
95,1287,5625,0.89
96,86,3188,0.33
97,1193,262,0.49
98,4417,8846,0.73
99,425,1704,0.01
100,2207,4345,0.74
101,3734,3676,0.73
102,3339,6763,0.36
103,2690,2071,0.55
104,1961,1451,0.49
105,1588,9692,0.8
106,4186,6575,0.83
107,543,2105,0.46
108,4667,9385,0.85
109,3955,3475,0.7
110,3089,9637,0.34
111,1086,819,0.91
112,3033,9263,0.85
