Timestamp,Reader,Paper,Score,Reader-Label
0,10,105,0.41,R#10
1,741,288,0.95,R#741
2,561,128,0.37,R#561
3,283,238,0.04,R#283
4,699,8,0.99,R#699
5,771,210,0.94,R#771
6,62,288,0.01,R#62
7,950,218,0.49,R#950
8,769,277,0.97,R#769
9,487,241,0.55,R#487
10,396,74,0.78,R#396
11,1001,231,1.0,SR#2
12,524,11,0.24,R#524
13,179,190,0.56,R#179
14,685,135,0.08,R#685
15,540,82,0.79,R#540
16,681,235,0.23,R#681
17,791,243,0.18,R#791
18,272,209,0.08,R#272
19,155,179,0.62,R#155
20,445,174,0.73,R#445
21,172,16,0.59,R#172
22,118,99,0.11,R#118
23,748,177,0.8,R#748
24,504,199,0.23,R#504
25,767,261,0.86,R#767
26,763,253,0.01,R#763
27,410,46,0.84,R#410
28,848,70,0.12,R#848
29,576,172,0.33,R#576
30,733,230,0.36,R#733
31,940,239,0.79,R#940
32,488,208,0.97,R#488
33,57,177,0.93,R#57
34,963,154,0.78,R#963
35,173,118,0.49,R#173
36,1000,124,0.55,SR#1
37,353,209,0.05,R#353
38,681,132,0.97,R#681
39,356,170,0.46,R#356
40,509,73,0.39,R#509
41,606,99,0.36,R#606
42,746,204,0.11,R#746
43,289,240,0.59,R#289
44,238,158,0.76,R#238
45,311,8,1.0,R#311
46,621,29,0.01,R#621
47,71,221,0.87,R#71
48,850,290,0.64,R#850
49,477,261,0.81,R#477
50,115,106,0.24,R#115
51,943,277,0.32,R#943
52,201,212,0.97,R#201
53,741,187,0.63,R#741
54,107,73,0.04,R#107
55,288,239,0.89,R#288
56,440,123,0.12,R#440
57,365,285,0.44,R#365
58,1001,147,0.01,SR#2
59,62,12,0.97,R#62
60,217,1,0.54,R#217
61,794,49,1.0,R#794
62,394,12,1.0,R#394
63,878,181,0.67,R#878
64,55,2,0.22,R#55
65,463,193,0.5,R#463
66,673,53,0.01,R#673
67,250,85,0.44,R#250
68,529,185,0.95,R#529
69,564,57,0.16,R#564
70,429,99,0.02,R#429
71,596,8,0.17,R#596
72,627,108,0.67,R#627
73,506,11,0.34,R#506
74,212,44,0.98,R#212
75,660,217,0.66,R#660
76,84,144,0.4,R#84
77,23,136,0.9,R#23
78,59,221,1.0,R#59
79,896,187,0.55,R#896
80,151,84,0.95,R#151
81,66,16,0.47,R#66
82,159,69,0.66,R#159
83,824,176,0.76,R#824
84,448,86,1.0,R#448
85,799,225,0.36,R#799
86,669,296,0.42,R#669
87,762,280,1.0,R#762
88,907,126,0.99,R#907
89,649,36,0.5,R#649
90,113,140,0.05,R#113
91,371,34,0.38,R#371
92,860,8,1.0,R#860
93,733,160,0.98,R#733
94,972,92,0.77,R#972
95,312,64,0.64,R#312
96,509,16,0.65,R#509
97,932,29,0.08,R#932
98,877,272,0.49,R#877
99,346,164,0.09,R#346
100,814,271,0.33,R#814
101,588,12,1.0,R#588
102,433,290,0.6,R#433
103,449,268,0.2,R#449
104,879,277,0.99,R#879
105,87,139,0.49,R#87
106,455,254,0.58,R#455
107,711,103,0.17,R#711
108,901,99,0.03,R#901
109,70,10,0.91,R#70
110,459,136,0.81,R#459
111,747,33,0.26,R#747
112,941,26,0.07,R#941
113,110,242,0.97,R#110
114,703,64,0.86,R#703
115,565,149,0.13,R#565
116,207,269,0.63,R#207
117,851,100,0.25,R#851
118,121,95,0.01,R#121
119,144,266,0.62,R#144
120,919,161,0.3,R#919
121,713,191,0.51,R#713
122,15,223,0.24,R#15
123,765,85,0.01,R#765
124,546,298,0.38,R#546
125,438,121,0.66,R#438
126,151,162,0.62,R#151
127,24,20,0.16,R#24
128,253,25,0.07,R#253
129,458,43,0.93,R#458
130,852,122,0.52,R#852
131,617,87,0.74,R#617
132,771,57,0.02,R#771
133,208,7,0.62,R#208
134,805,160,0.95,R#805
135,703,50,0.65,R#703
136,683,7,0.39,R#683
137,922,91,0.71,R#922
138,194,283,0.43,R#194
139,488,148,0.52,R#488
140,815,38,0.35,R#815
141,472,194,0.79,R#472
142,816,16,0.55,R#816
143,92,202,0.23,R#92
144,796,142,0.56,R#796
145,906,70,0.52,R#906
146,851,79,0.45,R#851
147,387,256,0.29,R#387
148,1001,249,1.0,SR#2
