Timestamp,Reader,Paper,Score,Reader-Label
0,281,27,0.32,R#281
1,207,258,0.92,R#207
2,774,39,0.35,R#774
3,280,117,0.04,R#280
4,486,143,0.58,R#486
5,192,67,0.08,R#192
6,221,181,0.6,R#221
7,433,109,0.33,R#433
8,920,234,0.57,R#920
9,313,53,0.13,R#313
10,239,187,0.57,R#239
11,55,156,0.57,R#55
12,1000,43,0.71,SR#1
13,773,202,0.5,R#773
14,821,108,0.76,R#821
15,229,245,0.68,R#229
16,269,139,0.42,R#269
17,213,28,0.49,R#213
18,769,29,0.21,R#769
19,747,111,1.0,R#747
20,915,30,0.15,R#915
21,863,269,0.43,R#863
22,275,61,0.37,R#275
23,418,18,0.91,R#418
24,888,294,0.01,R#888
25,329,97,0.88,R#329
26,136,81,0.84,R#136
27,621,7,0.63,R#621
28,785,21,0.83,R#785
29,320,153,1.0,R#320
30,65,87,0.31,R#65
31,737,82,0.86,R#737
32,504,264,0.36,R#504
33,232,225,0.58,R#232
34,202,221,0.73,R#202
35,800,169,0.6,R#800
36,440,258,0.91,R#440
37,12,26,0.07,R#12
38,847,99,0.66,R#847
39,379,222,0.21,R#379
40,895,37,0.46,R#895
41,699,8,0.99,R#699
42,66,53,0.1,R#66
43,999,79,0.19,R#999
44,242,99,0.19,R#242
45,88,261,0.71,R#88
46,545,202,0.33,R#545
47,175,15,0.98,R#175
48,563,129,0.63,R#563
49,300,179,0.56,R#300
50,1001,88,1.0,SR#2
51,396,253,0.05,R#396
52,503,254,0.57,R#503
53,135,45,1.0,R#135
54,147,108,0.67,R#147
55,242,80,0.01,R#242
56,693,105,0.35,R#693
57,162,215,0.98,R#162
58,265,259,0.01,R#265
59,210,206,0.24,R#210
60,365,107,0.61,R#365
61,762,214,0.35,R#762
62,13,48,0.36,R#13
63,70,123,0.48,R#70
64,354,159,0.72,R#354
65,296,2,0.26,R#296
66,745,192,0.98,R#745
67,58,35,0.46,R#58
68,238,179,0.65,R#238
69,982,228,0.35,R#982
70,56,127,0.97,R#56
71,759,263,0.17,R#759
72,364,285,0.34,R#364
73,557,79,0.44,R#557
74,921,119,0.34,R#921
75,301,233,0.81,R#301
76,410,204,0.03,R#410
77,304,220,0.54,R#304
78,819,193,0.69,R#819
79,41,7,0.52,R#41
80,239,277,0.47,R#239
81,115,64,1.0,R#115
82,995,11,0.29,R#995
83,690,11,0.4,R#690
84,466,281,0.46,R#466
85,80,43,0.17,R#80
86,284,42,0.66,R#284
87,665,106,0.97,R#665
88,868,233,0.85,R#868
89,809,235,0.21,R#809
90,182,4,0.1,R#182
91,489,177,0.01,R#489
92,974,84,0.94,R#974
93,212,67,0.17,R#212
94,125,2,0.4,R#125
95,533,213,0.18,R#533
96,267,95,0.64,R#267
97,743,204,0.06,R#743
98,469,277,0.11,R#469
99,14,186,0.2,R#14
100,867,102,0.42,R#867
101,411,257,0.41,R#411
102,885,244,0.3,R#885
103,860,60,0.78,R#860
104,301,282,0.59,R#301
105,793,143,0.67,R#793
106,225,202,0.69,R#225
107,495,32,0.51,R#495
108,572,29,0.02,R#572
109,521,218,0.74,R#521
110,781,161,0.5,R#781
111,896,291,0.58,R#896
112,881,127,0.55,R#881
113,341,216,0.94,R#341
114,248,201,0.69,R#248
115,492,174,0.38,R#492
116,774,299,0.47,R#774
117,137,85,0.48,R#137
118,743,163,0.62,R#743
119,564,282,0.84,R#564
120,834,45,1.0,R#834
121,925,94,0.24,R#925
122,101,32,0.99,R#101
123,651,232,0.49,R#651
124,468,201,0.92,R#468
125,202,83,0.11,R#202
126,915,153,0.83,R#915
127,970,13,0.22,R#970
128,392,136,0.99,R#392
129,464,189,0.69,R#464
130,795,204,0.18,R#795
131,521,41,0.17,R#521
132,1001,171,1.0,SR#2
133,485,0,0.76,R#485
134,517,62,0.13,R#517
135,339,294,0.08,R#339
136,196,73,0.48,R#196
137,332,283,0.48,R#332
138,368,76,0.78,R#368
139,223,212,0.11,R#223
140,640,122,0.44,R#640
141,895,240,0.66,R#895
142,847,260,0.67,R#847
143,367,295,0.57,R#367
144,848,104,0.42,R#848
145,700,60,0.13,R#700
146,419,51,0.85,R#419
147,488,176,0.65,R#488
148,754,247,0.27,R#754
149,677,251,0.31,R#677
150,752,186,0.84,R#752
151,715,156,0.12,R#715
152,421,212,1.0,R#421
153,557,57,0.49,R#557
154,802,221,0.78,R#802
155,944,95,0.3,R#944
156,837,2,0.17,R#837
157,600,161,0.32,R#600
158,307,68,0.09,R#307
159,754,109,0.35,R#754
160,799,225,0.36,R#799
161,706,174,0.05,R#706
162,755,160,0.98,R#755
163,800,16,0.34,R#800
164,919,297,0.69,R#919
165,405,102,0.35,R#405
166,478,36,0.26,R#478
167,797,270,0.71,R#797
168,392,24,0.43,R#392
169,864,69,0.39,R#864
170,809,26,0.01,R#809
171,978,298,0.47,R#978
172,494,38,0.73,R#494
173,300,89,0.22,R#300
174,420,182,0.34,R#420
175,854,255,0.7,R#854
176,23,281,0.61,R#23
177,6,14,0.05,R#6
178,513,28,0.63,R#513
179,18,110,0.8,R#18
180,886,51,0.22,R#886
181,323,78,0.91,R#323
182,901,15,0.97,R#901
183,497,187,0.56,R#497
184,641,209,0.16,R#641
185,831,252,0.36,R#831
186,512,106,0.95,R#512
187,41,194,0.05,R#41
188,328,130,0.99,R#328
189,394,254,0.48,R#394
190,272,209,0.08,R#272
191,403,5,0.87,R#403
192,198,155,0.48,R#198
193,978,53,0.11,R#978
194,537,259,0.15,R#537
195,348,141,0.56,R#348
196,180,283,0.51,R#180
197,746,133,0.29,R#746
198,482,15,0.72,R#482
199,687,243,0.09,R#687
200,89,1,0.41,R#89
201,446,200,0.48,R#446
202,158,108,0.68,R#158
203,426,216,0.78,R#426
204,552,159,0.59,R#552
205,768,78,0.85,R#768
206,594,244,0.44,R#594
207,767,43,0.31,R#767
208,383,51,0.77,R#383
209,945,29,0.55,R#945
210,576,188,0.98,R#576
211,77,4,0.18,R#77
212,988,208,0.92,R#988
213,762,0,0.41,R#762
214,330,8,0.29,R#330
215,782,280,0.97,R#782
216,480,108,0.77,R#480
217,867,50,0.59,R#867
218,208,32,0.99,R#208
219,258,66,0.03,R#258
220,286,232,0.71,R#286
221,214,176,0.55,R#214
222,690,214,0.38,R#690
223,134,193,0.84,R#134
224,399,147,0.3,R#399
225,993,104,0.18,R#993
226,57,154,0.96,R#57
227,403,99,0.31,R#403
228,950,166,0.82,R#950
229,239,26,0.01,R#239
230,790,123,0.19,R#790
231,172,128,0.63,R#172
232,115,264,0.45,R#115
233,300,149,0.01,R#300
234,557,237,1.0,R#557
235,65,168,0.06,R#65
236,1000,98,0.39,SR#1
237,449,283,0.42,R#449
238,406,239,0.66,R#406
239,441,18,0.71,R#441
240,532,243,0.19,R#532
241,576,43,0.42,R#576
242,504,150,0.7,R#504
243,850,58,0.97,R#850
244,461,159,0.57,R#461
245,275,272,0.74,R#275
246,437,202,0.44,R#437
247,348,85,0.25,R#348
248,536,252,0.37,R#536
249,510,218,0.25,R#510
250,695,112,0.83,R#695
251,640,188,0.93,R#640
252,280,281,0.61,R#280
253,264,239,0.6,R#264
254,929,25,0.36,R#929
255,533,92,0.85,R#533
256,25,8,1.0,R#25
257,486,78,0.72,R#486
258,517,27,0.94,R#517
259,41,135,0.06,R#41
260,837,18,0.86,R#837
261,220,42,0.46,R#220
262,799,6,0.14,R#799
263,732,69,0.42,R#732
264,18,212,0.92,R#18
265,46,240,0.35,R#46
266,831,63,0.39,R#831
267,213,281,0.55,R#213
268,334,69,0.68,R#334
269,842,115,0.79,R#842
270,487,254,0.81,R#487
271,999,279,0.5,R#999
272,955,200,0.41,R#955
273,11,67,0.97,R#11
274,1002,112,0.27,SR#3
275,136,163,0.86,R#136
276,58,111,0.97,R#58
277,684,229,0.36,R#684
278,35,53,0.01,R#35
279,552,145,0.8,R#552
280,199,158,0.77,R#199
281,307,174,0.72,R#307
282,894,64,0.77,R#894
283,289,254,0.55,R#289
284,804,118,0.28,R#804
285,484,0,0.83,R#484
286,473,139,0.62,R#473
287,303,21,0.05,R#303
288,280,31,0.98,R#280
289,294,247,0.55,R#294
290,379,174,0.41,R#379
291,320,135,0.56,R#320
292,354,160,0.96,R#354
293,12,145,0.81,R#12
294,732,146,0.66,R#732
295,137,75,0.06,R#137
296,179,190,0.56,R#179
297,50,46,0.52,R#50
298,894,183,0.87,R#894
299,851,247,0.4,R#851
300,197,293,0.2,R#197
301,689,84,0.94,R#689
302,118,188,0.92,R#118
303,261,259,0.16,R#261
304,652,267,0.7,R#652
305,728,74,0.08,R#728
306,503,29,0.33,R#503
307,937,78,0.82,R#937
308,522,84,0.88,R#522
309,475,276,0.35,R#475
310,544,203,0.47,R#544
311,161,280,0.99,R#161
312,82,135,0.25,R#82
313,510,211,0.05,R#510
314,360,32,0.88,R#360
315,758,42,0.92,R#758
316,984,66,0.06,R#984
317,154,279,0.44,R#154
318,607,134,0.37,R#607
319,75,260,0.75,R#75
320,845,88,0.99,R#845
321,710,75,0.25,R#710
322,413,163,0.96,R#413
323,186,114,0.43,R#186
324,651,183,0.26,R#651
325,467,246,0.3,R#467
326,48,183,0.1,R#48
327,488,141,0.38,R#488
328,877,177,0.19,R#877
329,358,97,0.96,R#358
330,904,281,0.63,R#904
331,320,277,0.15,R#320
332,321,102,0.26,R#321
333,716,193,0.73,R#716
334,35,195,0.63,R#35
335,649,115,0.34,R#649
336,564,287,0.56,R#564
337,491,285,0.67,R#491
338,778,217,0.12,R#778
