Timestamp,Reader,Paper,Score,Reader-Label
0,552,34,0.29,R#552
1,237,21,0.77,R#237
2,186,175,0.27,R#186
3,846,79,0.42,R#846
4,848,49,0.91,R#848
5,15,238,0.49,R#15
6,474,259,0.18,R#474
7,0,220,0.3,R#0
8,780,205,0.89,R#780
9,626,132,0.99,R#626
10,406,13,0.81,R#406
11,886,235,0.11,R#886
12,358,76,0.46,R#358
13,480,263,0.43,R#480
14,341,287,0.65,R#341
15,653,62,0.2,R#653
16,408,35,0.01,R#408
17,76,12,0.92,R#76
18,439,60,0.85,R#439
19,625,299,0.18,R#625
20,1002,55,0.26,SR#3
21,409,106,0.26,R#409
22,647,61,0.46,R#647
23,792,276,0.42,R#792
24,59,221,1.0,R#59
25,390,152,0.5,R#390
26,507,237,0.93,R#507
27,971,10,0.79,R#971
28,845,200,0.59,R#845
29,829,21,0.71,R#829
30,736,292,0.72,R#736
31,1000,271,0.38,SR#1
32,273,162,0.62,R#273
33,382,49,0.99,R#382
34,159,1,0.39,R#159
35,135,13,1.0,R#135
36,316,89,0.77,R#316
37,888,63,0.89,R#888
38,264,290,0.98,R#264
39,472,67,0.67,R#472
40,993,246,0.37,R#993
41,356,194,0.64,R#356
42,828,190,0.62,R#828
43,873,175,0.14,R#873
44,1000,111,0.97,SR#1
45,356,145,0.54,R#356
46,42,86,1.0,R#42
47,230,274,0.06,R#230
48,1000,43,0.71,SR#1
49,735,231,0.58,R#735
50,503,2,0.22,R#503
51,685,274,0.15,R#685
52,302,244,0.62,R#302
53,253,130,0.32,R#253
54,246,58,0.16,R#246
55,460,272,0.58,R#460
56,914,285,0.63,R#914
57,253,247,0.1,R#253
58,647,250,0.79,R#647
59,619,137,0.16,R#619
60,285,94,0.89,R#285
61,460,69,0.72,R#460
62,991,124,0.04,R#991
63,747,156,0.5,R#747
64,862,130,0.96,R#862
65,901,148,0.55,R#901
66,857,28,0.3,R#857
67,854,252,0.49,R#854
68,497,34,0.53,R#497
69,993,282,0.21,R#993
70,418,131,0.1,R#418
71,137,85,0.48,R#137
72,791,71,0.98,R#791
73,699,129,0.73,R#699
74,85,222,0.02,R#85
75,688,16,0.38,R#688
76,758,226,0.27,R#758
77,127,235,0.22,R#127
78,849,119,0.44,R#849
79,332,283,0.48,R#332
80,45,45,1.0,R#45
81,390,163,0.75,R#390
82,454,287,0.62,R#454
83,399,29,0.1,R#399
84,538,50,0.78,R#538
85,574,219,0.28,R#574
86,943,128,0.27,R#943
87,689,279,0.6,R#689
88,17,132,0.97,R#17
89,396,220,0.5,R#396
90,406,260,0.66,R#406
91,289,152,0.52,R#289
92,944,143,0.58,R#944
93,26,90,0.63,R#26
94,491,291,0.72,R#491
95,922,180,0.87,R#922
96,46,246,0.45,R#46
97,84,86,0.94,R#84
98,197,165,0.46,R#197
99,854,60,0.28,R#854
100,442,12,1.0,R#442
101,887,287,0.56,R#887
102,763,205,0.91,R#763
103,803,60,0.25,R#803
104,12,297,0.37,R#12
105,557,271,0.99,R#557
106,146,74,0.74,R#146
107,295,21,0.35,R#295
108,530,27,0.93,R#530
109,196,152,0.42,R#196
110,334,276,0.61,R#334
111,295,147,0.78,R#295
112,320,6,0.15,R#320
113,964,40,0.47,R#964
114,153,231,0.43,R#153
115,785,128,0.24,R#785
116,121,241,0.22,R#121
117,175,275,0.85,R#175
118,524,256,0.27,R#524
119,443,186,0.55,R#443
120,735,170,0.16,R#735
121,764,32,1.0,R#764
122,808,293,0.26,R#808
123,613,257,0.37,R#613
124,473,170,0.8,R#473
125,891,62,0.12,R#891
126,696,93,0.39,R#696
127,992,100,0.88,R#992
128,635,135,0.01,R#635
129,792,98,0.14,R#792
130,491,147,0.04,R#491
131,276,201,0.47,R#276
132,340,83,0.25,R#340
133,87,121,0.47,R#87
134,406,85,0.6,R#406
135,680,226,0.37,R#680
136,156,47,0.36,R#156
137,278,100,0.94,R#278
138,548,44,0.69,R#548
139,104,237,0.89,R#104
140,782,295,1.0,R#782
141,46,41,0.72,R#46
142,331,73,0.89,R#331
143,6,14,0.05,R#6
144,537,110,0.32,R#537
145,799,6,0.14,R#799
146,174,220,0.53,R#174
147,830,297,0.35,R#830
148,15,162,0.54,R#15
149,835,154,0.86,R#835
150,246,111,1.0,R#246
151,943,284,0.99,R#943
152,512,193,0.4,R#512
153,46,4,0.07,R#46
154,574,165,0.67,R#574
155,925,86,1.0,R#925
156,637,167,0.86,R#637
157,273,242,0.87,R#273
158,1002,86,0.42,SR#3
159,746,233,0.87,R#746
160,318,201,0.6,R#318
161,407,33,0.82,R#407
162,626,103,0.2,R#626
163,929,130,1.0,R#929
164,973,48,0.07,R#973
165,217,62,0.15,R#217
166,816,94,0.86,R#816
167,349,84,0.5,R#349
168,693,199,0.83,R#693
169,239,277,0.47,R#239
170,491,48,0.17,R#491
171,759,26,0.04,R#759
172,687,243,0.09,R#687
173,207,273,0.71,R#207
174,495,203,0.59,R#495
175,680,145,0.34,R#680
176,849,260,0.76,R#849
177,560,172,0.16,R#560
178,911,88,0.52,R#911
179,640,111,1.0,R#640
180,600,161,0.32,R#600
181,395,165,0.4,R#395
182,312,96,0.73,R#312
183,507,277,0.88,R#507
184,359,141,0.48,R#359
185,877,264,0.79,R#877
186,133,187,0.51,R#133
187,689,252,0.5,R#689
188,643,269,0.65,R#643
189,395,269,0.54,R#395
190,107,160,0.96,R#107
191,427,103,0.76,R#427
192,1002,272,0.36,SR#3
193,64,165,0.38,R#64
194,382,85,0.55,R#382
195,835,16,0.4,R#835
196,745,277,0.05,R#745
197,178,26,0.02,R#178
198,861,63,0.95,R#861
199,790,222,0.01,R#790
200,26,293,0.87,R#26
201,874,227,0.14,R#874
202,586,5,0.94,R#586
203,985,243,0.28,R#985
204,461,116,1.0,R#461
205,518,160,0.6,R#518
206,107,232,0.69,R#107
207,747,260,0.71,R#747
208,1000,153,0.72,SR#1
209,552,159,0.59,R#552
210,798,180,0.81,R#798
211,611,259,0.51,R#611
212,16,10,0.86,R#16
213,506,242,0.67,R#506
214,273,89,0.5,R#273
215,253,55,0.21,R#253
216,238,284,0.01,R#238
217,607,129,0.8,R#607
218,449,51,0.16,R#449
219,29,180,0.65,R#29
220,210,206,0.24,R#210
221,605,4,0.05,R#605
222,10,190,0.49,R#10
223,581,286,0.22,R#581
224,901,34,0.9,R#901
225,171,90,0.35,R#171
226,848,216,0.81,R#848
227,741,187,0.63,R#741
228,1001,149,0.01,SR#2
229,885,111,1.0,R#885
230,35,60,0.61,R#35
231,507,49,0.96,R#507
232,467,293,0.8,R#467
233,357,138,0.39,R#357
234,806,19,0.65,R#806
235,500,248,0.73,R#500
236,767,205,0.73,R#767
237,273,3,0.69,R#273
238,80,91,0.53,R#80
239,353,211,0.12,R#353
240,795,17,0.76,R#795
241,214,22,0.3,R#214
242,549,25,0.75,R#549
243,733,200,0.37,R#733
244,15,192,0.64,R#15
245,355,236,0.47,R#355
246,879,277,0.99,R#879
247,429,120,0.39,R#429
248,671,67,0.61,R#671
249,448,120,0.55,R#448
250,367,270,0.91,R#367
251,450,80,0.52,R#450
252,753,66,0.01,R#753
253,56,299,0.3,R#56
254,341,126,0.49,R#341
255,17,95,0.2,R#17
256,101,146,1.0,R#101
257,332,64,0.01,R#332
258,406,129,0.49,R#406
259,499,253,0.2,R#499
