Timestamp,Reader,Paper,Score,Reader-Label
0,357,24,0.51,R#357
1,657,292,0.65,R#657
2,136,106,0.59,R#136
3,226,267,0.87,R#226
4,118,186,0.88,R#118
5,842,86,1.0,R#842
6,504,232,0.64,R#504
7,734,104,0.64,R#734
8,431,227,0.14,R#431
9,13,32,0.99,R#13
10,203,165,0.69,R#203
11,404,244,0.54,R#404
12,294,86,0.95,R#294
13,19,227,0.15,R#19
14,171,272,0.95,R#171
15,549,25,0.75,R#549
16,2,60,0.55,R#2
17,1000,111,0.97,SR#1
18,560,61,0.22,R#560
19,651,244,0.56,R#651
20,419,238,0.04,R#419
21,972,291,0.35,R#972
22,925,59,0.5,R#925
23,835,252,0.33,R#835
24,86,46,0.89,R#86
25,631,152,0.39,R#631
26,974,261,0.64,R#974
27,780,209,0.2,R#780
28,804,291,0.53,R#804
29,399,38,0.55,R#399
30,23,3,0.66,R#23
31,51,62,0.22,R#51
32,759,44,0.66,R#759
33,323,117,0.09,R#323
34,116,233,0.88,R#116
35,83,138,0.3,R#83
36,70,222,0.18,R#70
37,378,191,0.47,R#378
38,902,242,0.82,R#902
39,576,75,0.04,R#576
40,460,53,0.22,R#460
41,670,266,0.41,R#670
42,626,235,0.36,R#626
43,684,223,0.44,R#684
44,944,143,0.58,R#944
45,255,166,0.93,R#255
46,48,174,0.88,R#48
47,328,176,0.66,R#328
48,76,256,0.19,R#76
49,522,84,0.88,R#522
50,805,64,0.03,R#805
51,152,284,0.61,R#152
52,791,49,1.0,R#791
53,649,224,0.07,R#649
54,312,64,0.64,R#312
55,360,144,0.83,R#360
56,516,262,0.56,R#516
57,786,238,0.31,R#786
58,678,71,0.75,R#678
59,107,111,1.0,R#107
60,139,31,0.98,R#139
61,12,158,0.75,R#12
62,288,128,0.47,R#288
63,786,122,0.67,R#786
64,1002,271,0.31,SR#3
65,146,74,0.74,R#146
66,822,297,0.34,R#822
67,887,111,1.0,R#887
68,217,194,0.44,R#217
69,237,154,0.92,R#237
70,189,31,0.99,R#189
71,276,196,0.22,R#276
72,853,63,0.57,R#853
73,488,32,0.95,R#488
74,688,35,0.07,R#688
75,408,221,0.98,R#408
76,124,200,0.19,R#124
77,844,245,0.32,R#844
78,769,227,0.07,R#769
