Timestamp,Reader,Paper,Score,Reader-Label
0,669,293,0.61,R#669
1,516,262,0.56,R#516
2,186,72,0.23,R#186
3,169,82,0.85,R#169
4,412,194,0.31,R#412
5,5,90,0.69,R#5
6,11,143,0.58,R#11
7,765,58,0.91,R#765
8,372,257,0.47,R#372
9,771,30,0.86,R#771
10,96,55,0.55,R#96
11,569,73,0.52,R#569
12,747,41,0.62,R#747
13,946,89,0.44,R#946
14,139,109,0.32,R#139
15,207,258,0.92,R#207
16,853,258,0.83,R#853
17,612,126,0.82,R#612
18,806,248,0.61,R#806
19,768,165,0.45,R#768
20,361,286,0.38,R#361
21,315,275,0.94,R#315
22,5,37,0.28,R#5
23,139,241,0.45,R#139
24,600,100,0.4,R#600
25,41,10,0.48,R#41
26,826,184,0.98,R#826
27,724,210,0.96,R#724
28,253,190,0.49,R#253
29,399,224,0.94,R#399
30,664,19,0.99,R#664
31,651,287,0.64,R#651
32,264,122,0.01,R#264
33,975,142,0.28,R#975
34,532,243,0.19,R#532
35,144,196,0.15,R#144
36,733,95,0.27,R#733
37,273,73,0.5,R#273
38,887,111,1.0,R#887
39,878,244,0.52,R#878
40,746,190,0.53,R#746
41,972,57,0.36,R#972
42,477,82,0.91,R#477
43,484,150,0.49,R#484
44,1,66,0.03,R#1
45,491,101,0.51,R#491
46,580,100,0.43,R#580
47,223,150,0.46,R#223
48,312,123,0.24,R#312
49,431,292,0.85,R#431
50,94,236,0.17,R#94
51,522,125,0.98,R#522
52,88,231,0.5,R#88
53,73,144,0.29,R#73
54,612,206,0.51,R#612
55,954,247,0.68,R#954
56,67,154,0.54,R#67
57,689,170,0.79,R#689
58,572,271,0.01,R#572
59,15,106,0.98,R#15
60,208,112,0.7,R#208
61,791,22,0.52,R#791
62,277,10,0.86,R#277
63,504,150,0.7,R#504
64,586,70,0.35,R#586
65,795,204,0.18,R#795
66,990,285,0.61,R#990
67,300,121,0.5,R#300
68,404,207,0.53,R#404
69,943,152,0.43,R#943
70,623,233,0.94,R#623
71,314,238,0.11,R#314
72,895,202,0.49,R#895
73,494,102,0.66,R#494
74,765,132,0.97,R#765
75,77,182,0.05,R#77
76,592,158,0.57,R#592
77,120,283,0.49,R#120
78,860,89,0.32,R#860
79,883,62,0.53,R#883
80,150,100,0.41,R#150
81,600,89,0.26,R#600
82,387,181,0.72,R#387
83,711,211,0.12,R#711
84,156,41,0.85,R#156
85,514,148,0.39,R#514
86,804,214,0.44,R#804
