Timestamp,Reader,Paper,Score,Reader-Label
0,425,268,0.02,R#425
1,133,209,0.17,R#133
2,867,250,0.26,R#867
3,381,242,0.99,R#381
4,524,245,0.46,R#524
5,867,84,0.52,R#867
6,870,28,0.64,R#870
7,585,16,0.44,R#585
8,768,111,1.0,R#768
9,103,295,1.0,R#103
10,75,287,0.47,R#75
11,288,113,0.33,R#288
12,394,84,0.92,R#394
13,236,137,0.18,R#236
14,136,68,0.06,R#136
15,600,248,0.65,R#600
16,534,276,0.54,R#534
17,1001,55,1.0,SR#2
18,765,290,0.87,R#765
19,35,158,0.63,R#35
20,124,272,0.63,R#124
21,301,81,0.76,R#301
22,848,225,0.52,R#848
23,59,188,0.98,R#59
24,524,232,0.74,R#524
25,995,11,0.29,R#995
26,771,14,0.05,R#771
27,934,147,0.52,R#934
28,372,0,0.54,R#372
29,368,248,0.76,R#368
30,25,165,0.45,R#25
31,824,26,0.08,R#824
32,575,50,0.69,R#575
33,498,142,0.29,R#498
34,503,4,0.09,R#503
35,700,37,0.45,R#700
36,851,216,0.95,R#851
37,281,54,0.72,R#281
38,763,63,0.92,R#763
39,299,163,0.92,R#299
40,379,290,0.93,R#379
41,219,70,0.61,R#219
42,219,36,0.21,R#219
43,895,183,0.27,R#895
44,472,67,0.67,R#472
45,79,73,0.41,R#79
46,950,160,0.71,R#950
47,28,170,0.36,R#28
48,524,255,0.41,R#524
49,159,180,0.82,R#159
50,849,229,0.6,R#849
51,10,206,0.38,R#10
52,44,123,0.32,R#44
53,957,185,0.01,R#957
54,472,194,0.79,R#472
55,229,95,0.06,R#229
56,256,111,1.0,R#256
57,175,105,0.76,R#175
58,284,290,0.67,R#284
59,69,1,0.58,R#69
60,354,51,0.01,R#354
61,759,263,0.17,R#759
62,991,8,0.99,R#991
63,15,47,0.77,R#15
64,591,164,0.09,R#591
65,749,113,0.53,R#749
66,567,201,0.95,R#567
67,444,60,0.99,R#444
68,256,288,0.09,R#256
69,984,237,0.9,R#984
70,971,78,0.98,R#971
71,8,176,0.55,R#8
72,277,223,0.25,R#277
73,64,170,0.64,R#64
74,134,201,0.73,R#134
75,137,33,0.82,R#137
76,317,109,0.55,R#317
77,977,247,0.03,R#977
78,881,230,0.64,R#881
79,972,79,0.24,R#972
80,640,160,0.92,R#640
81,334,57,0.04,R#334
82,96,43,0.95,R#96
83,469,57,0.14,R#469
84,115,204,0.31,R#115
85,257,215,0.99,R#257
86,690,48,0.27,R#690
87,44,164,0.06,R#44
88,748,185,0.1,R#748
89,731,7,0.79,R#731
90,785,209,0.09,R#785
91,862,130,0.96,R#862
92,504,272,0.83,R#504
93,623,275,0.98,R#623
94,166,49,1.0,R#166
95,590,150,0.48,R#590
96,479,16,0.37,R#479
97,784,246,0.53,R#784
98,694,218,0.6,R#694
99,491,146,1.0,R#491
100,301,94,0.2,R#301
101,719,172,0.33,R#719
102,741,187,0.63,R#741
103,399,189,0.6,R#399
104,922,276,0.43,R#922
105,477,82,0.91,R#477
106,515,46,0.79,R#515
107,762,3,0.6,R#762
108,989,245,0.79,R#989
109,300,123,0.84,R#300
110,815,44,0.17,R#815
111,488,193,0.78,R#488
112,550,198,0.54,R#550
113,334,160,0.81,R#334
114,494,137,0.36,R#494
115,641,59,0.33,R#641
116,646,192,0.85,R#646
117,352,119,0.27,R#352
118,83,122,0.65,R#83
119,801,17,0.48,R#801
120,807,30,0.91,R#807
121,829,273,0.59,R#829
122,498,211,0.01,R#498
123,57,163,0.86,R#57
124,538,48,0.42,R#538
125,67,86,0.75,R#67
126,550,71,0.69,R#550
127,486,20,0.3,R#486
128,303,239,0.98,R#303
129,586,186,0.45,R#586
130,769,257,0.52,R#769
131,557,87,0.23,R#557
132,229,244,0.43,R#229
133,56,239,0.66,R#56
134,522,193,0.8,R#522
135,792,241,0.81,R#792
136,231,49,0.12,R#231
137,58,176,0.47,R#58
138,277,79,0.2,R#277
139,201,120,0.45,R#201
140,930,236,0.72,R#930
141,457,179,0.44,R#457
142,35,60,0.61,R#35
143,236,281,0.52,R#236
144,935,92,0.3,R#935
145,806,36,0.64,R#806
146,365,172,0.45,R#365
147,826,21,0.11,R#826
148,739,71,0.49,R#739
149,689,207,0.13,R#689
150,10,105,0.41,R#10
151,842,79,0.68,R#842
152,741,72,0.01,R#741
153,11,229,0.8,R#11
154,723,63,1.0,R#723
155,837,231,0.81,R#837
156,332,88,0.31,R#332
157,19,146,1.0,R#19
158,383,31,0.99,R#383
159,728,238,0.27,R#728
160,844,103,0.74,R#844
161,501,273,0.76,R#501
162,714,282,0.79,R#714
163,862,80,1.0,R#862
164,258,248,0.71,R#258
165,809,17,0.93,R#809
166,37,18,0.87,R#37
167,469,82,0.99,R#469
168,943,128,0.27,R#943
169,877,106,0.75,R#877
170,741,100,0.68,R#741
171,809,54,0.27,R#809
172,281,221,0.97,R#281
173,922,233,0.88,R#922
174,860,268,0.11,R#860
175,717,274,0.16,R#717
176,196,215,0.96,R#196
177,614,83,0.02,R#614
178,213,102,0.42,R#213
179,373,55,1.0,R#373
180,714,121,0.41,R#714
181,440,123,0.12,R#440
182,769,291,0.54,R#769
183,563,129,0.63,R#563
184,118,188,0.92,R#118
185,641,63,0.55,R#641
186,809,267,0.59,R#809
187,240,105,0.54,R#240
188,576,43,0.42,R#576
189,302,68,0.21,R#302
190,288,197,0.51,R#288
191,48,103,0.95,R#48
192,85,84,0.12,R#85
193,110,270,0.98,R#110
194,883,267,0.83,R#883
195,145,161,0.24,R#145
196,616,55,0.6,R#616
197,246,224,0.03,R#246
198,229,44,0.89,R#229
199,151,294,0.03,R#151
200,668,25,0.45,R#668
201,979,214,0.34,R#979
202,842,86,1.0,R#842
203,801,240,0.36,R#801
204,625,16,0.57,R#625
205,56,116,0.35,R#56
206,950,280,0.9,R#950
207,207,84,0.76,R#207
208,276,196,0.22,R#276
209,103,212,0.17,R#103
210,206,167,0.47,R#206
211,678,286,0.11,R#678
212,349,147,0.62,R#349
213,860,272,0.86,R#860
214,161,9,0.42,R#161
215,287,127,0.87,R#287
216,902,242,0.82,R#902
217,675,256,0.19,R#675
218,107,106,0.43,R#107
219,217,63,0.26,R#217
220,834,117,0.03,R#834
221,380,178,0.56,R#380
222,237,1,0.18,R#237
223,156,240,0.55,R#156
224,660,217,0.66,R#660
225,62,112,0.69,R#62
226,280,117,0.04,R#280
227,801,190,0.61,R#801
228,766,258,0.9,R#766
229,538,147,0.06,R#538
230,980,32,0.76,R#980
231,901,169,0.73,R#901
232,663,71,1.0,R#663
233,159,171,0.87,R#159
234,387,274,0.02,R#387
235,928,44,0.49,R#928
236,684,197,0.79,R#684
237,653,74,0.64,R#653
238,615,35,0.25,R#615
239,342,67,0.64,R#342
240,115,144,0.64,R#115
241,361,113,0.47,R#361
242,573,72,0.17,R#573
243,968,251,0.08,R#968
244,461,164,0.02,R#461
245,822,297,0.34,R#822
246,466,94,0.83,R#466
247,392,124,0.99,R#392
248,522,82,0.97,R#522
249,394,254,0.48,R#394
250,223,84,0.55,R#223
251,275,61,0.37,R#275
252,1001,112,1.0,SR#2
253,175,175,0.08,R#175
254,37,180,0.76,R#37
255,393,14,0.01,R#393
256,499,232,0.57,R#499
257,18,257,0.53,R#18
258,72,122,0.02,R#72
259,581,17,0.9,R#581
