Timestamp,Reader,Paper,Score,Reader-Label
0,148,61,0.65,R#148
1,312,264,0.56,R#312
2,795,293,0.05,R#795
3,769,188,0.99,R#769
4,44,123,0.32,R#44
5,941,147,0.61,R#941
6,591,73,0.23,R#591
7,530,232,0.51,R#530
8,232,227,0.25,R#232
9,56,287,0.31,R#56
10,217,275,0.93,R#217
11,872,35,0.28,R#872
12,301,121,0.32,R#301
13,108,108,0.48,R#108
14,335,206,0.41,R#335
15,800,163,0.83,R#800
16,500,154,0.71,R#500
17,108,59,0.13,R#108
18,834,39,0.49,R#834
19,1001,231,1.0,SR#2
20,904,272,0.89,R#904
21,623,53,0.22,R#623
22,895,61,0.63,R#895
23,584,16,0.34,R#584
24,676,88,0.44,R#676
25,378,205,0.84,R#378
26,926,236,0.36,R#926
27,971,21,0.49,R#971
28,994,131,0.67,R#994
29,605,249,1.0,R#605
30,453,73,0.27,R#453
31,746,211,0.18,R#746
32,497,4,0.1,R#497
33,972,142,0.19,R#972
34,741,229,0.71,R#741
35,191,286,0.17,R#191
36,763,214,0.62,R#763
37,473,244,0.44,R#473
38,547,191,0.59,R#547
39,961,298,0.45,R#961
40,778,68,0.09,R#778
41,931,225,0.77,R#931
42,560,234,0.44,R#560
43,304,209,0.18,R#304
44,397,78,0.44,R#397
45,495,13,0.97,R#495
46,374,245,0.94,R#374
47,276,199,0.62,R#276
48,566,171,0.97,R#566
49,989,245,0.79,R#989
50,81,56,0.8,R#81
51,718,239,0.84,R#718
52,706,27,0.39,R#706
53,66,199,0.72,R#66
54,1000,272,0.72,SR#1
55,65,244,0.42,R#65
56,663,124,0.9,R#663
57,279,293,0.31,R#279
58,689,84,0.94,R#689
59,301,51,0.03,R#301
60,499,232,0.57,R#499
61,80,91,0.53,R#80
62,227,276,0.64,R#227
63,567,201,0.95,R#567
64,881,282,0.95,R#881
65,985,35,0.07,R#985
66,448,128,0.4,R#448
67,61,209,0.05,R#61
68,646,246,0.25,R#646
69,796,211,0.04,R#796
70,846,79,0.42,R#846
71,330,211,0.09,R#330
72,554,11,0.31,R#554
73,829,184,0.87,R#829
74,167,98,0.01,R#167
75,670,192,0.97,R#670
76,159,64,0.14,R#159
77,265,259,0.01,R#265
78,706,16,0.6,R#706
79,877,156,0.27,R#877
80,518,58,0.28,R#518
81,239,235,0.59,R#239
82,873,49,0.99,R#873
83,1000,43,0.71,SR#1
84,704,101,0.5,R#704
85,226,273,0.51,R#226
86,300,277,0.88,R#300
87,831,120,0.42,R#831
88,474,89,0.75,R#474
89,529,279,0.71,R#529
90,159,121,0.32,R#159
91,145,225,0.54,R#145
92,15,74,0.52,R#15
93,755,172,0.55,R#755
94,789,159,0.29,R#789
95,275,200,0.42,R#275
96,559,4,0.05,R#559
97,48,180,0.61,R#48
98,765,85,0.01,R#765
99,781,94,0.6,R#781
100,393,294,0.05,R#393
101,77,31,0.93,R#77
102,34,287,0.38,R#34
103,34,157,0.35,R#34
104,760,158,0.65,R#760
105,920,122,0.74,R#920
106,353,202,0.53,R#353
107,813,258,0.82,R#813
108,941,118,0.56,R#941
109,593,195,0.93,R#593
110,985,229,0.8,R#985
111,661,244,0.47,R#661
112,367,84,0.89,R#367
113,596,124,0.43,R#596
114,420,40,0.53,R#420
115,147,205,0.5,R#147
116,162,108,0.8,R#162
117,75,260,0.75,R#75
118,982,194,0.77,R#982
119,702,240,0.49,R#702
120,828,91,0.74,R#828
121,77,86,1.0,R#77
122,749,240,0.62,R#749
123,293,109,0.52,R#293
124,907,110,0.68,R#907
125,48,106,0.25,R#48
126,430,109,0.41,R#430
127,10,226,0.26,R#10
128,55,258,0.62,R#55
129,791,223,0.15,R#791
130,326,104,0.99,R#326
131,387,181,0.72,R#387
132,437,21,0.42,R#437
133,619,255,0.45,R#619
134,940,59,0.37,R#940
135,313,53,0.13,R#313
136,862,39,0.46,R#862
137,266,205,0.85,R#266
138,15,227,0.03,R#15
139,931,297,0.52,R#931
140,278,80,0.08,R#278
141,870,122,0.96,R#870
142,792,232,0.68,R#792
143,117,68,0.14,R#117
144,412,222,0.02,R#412
145,547,12,1.0,R#547
146,175,75,0.06,R#175
147,877,177,0.19,R#877
148,704,273,0.71,R#704
149,145,97,0.8,R#145
150,757,100,0.47,R#757
151,25,202,0.42,R#25
152,64,14,0.14,R#64
153,978,247,0.8,R#978
154,578,80,1.0,R#578
155,272,0,0.37,R#272
156,676,13,0.48,R#676
